FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
24055,3056,221,113,638,901,83221,16269,314,78,577,1499,17,1005
1217638,173471,11005,4584,99414,31318,1781947,242772,9895,4087,97473,33340,66,1005
97248,20526,46,193,676,273,205754,38511,52,96,522,191,33,1005
15674,614,187,209,427,12,54197,1746,125,171,343,0,15,1006
1258036,312953,11959,5086,40774,11103,2311997,500304,12132,4633,39491,12233,57,1006
989961,190238,13319,5060,48821,15267,1449827,269668,11639,4664,45462,15258,62,1007
1031159,124149,13444,6128,97935,26625,1310797,171126,11260,5115,84856,27806,69,1007
15689,1644,127,163,430,46,59235,4914,44,139,199,95,14,1007
668676,200879,8051,3119,28610,5852,1025285,304613,7387,2590,27731,6350,59,1008
901470,362698,11530,4378,39372,8238,1312057,537157,9952,3846,34782,8327,59,1010
807148,263256,11274,4127,27896,7378,1324524,404468,11095,3701,28903,8755,67,1010
827538,234081,9925,3724,33961,8275,1335939,353374,8939,3152,32001,9565,55,1012
31226,3358,145,137,402,571,80339,7607,69,23,476,485,24,1013
1170880,220227,14619,6128,122317,37652,1869591,337252,14974,5599,121653,36998,53,1013
1208291,160706,12898,4757,48860,11749,2324466,272292,14004,5308,48921,11520,56,1013
1419113,225941,11892,4716,42959,13820,2612687,391997,12533,4915,46155,18128,48,1013
22050,6370,241,221,417,748,98351,33948,346,127,1305,2225,17,1013
1289934,131340,12966,5015,54341,21073,2331827,202625,12866,4848,55043,20711,69,1014
551242,184600,10027,3815,33941,9584,941392,308020,11087,3955,36864,10720,49,1014
1293019,483867,15551,5748,49035,11971,2110588,765922,15108,5542,48807,12162,72,1014
71057,9653,217,153,0,293,160276,17632,136,91,23,293,41,1014
1467927,637085,19695,7851,75797,21682,2204924,1001260,17601,6904,66570,23170,67,1015
21238,3347,415,380,1357,382,65058,9183,410,365,1635,567,18,1015
1097555,163916,8867,3452,74120,22161,1944590,258939,8736,3377,72423,24532,62,1016
1245535,416727,18539,7227,67266,18354,1517616,581804,15591,6022,56659,16511,66,1016
11155,2423,157,163,375,172,51391,14959,41,220,664,260,12,1016
70932,5366,129,0,104,259,135307,9457,151,5,226,132,29,1020
913210,315945,11204,3902,40136,10889,1497056,496720,10397,3692,38837,11168,67,1022
850375,169351,9681,3901,33125,10850,1451401,283799,9862,3771,34629,13338,57,1022
1286385,204381,16250,6201,60815,14603,2252223,316985,17207,6317,59069,17433,77,1022
41242,1975,19,149,449,47,81779,3927,43,43,183,50,32,1022
863635,123187,12414,5345,39935,12763,1229053,173497,11329,4415,36962,12838,60,1023
21882,3560,49,142,259,163,57994,10733,30,28,406,140,20,1024
1072219,271229,10928,4210,36565,7652,2058507,439976,11748,4487,36640,7433,58,1024
1582835,413258,17352,6507,71336,21897,2839464,674292,18077,6544,71300,23671,61,1024
1542551,524937,20222,9198,163101,55596,2469641,873097,20089,9109,159727,58001,56,1024
22933,14684,236,253,791,1449,107814,76678,211,219,2720,4366,18,1024
1042275,443125,12984,5137,52834,15775,1396163,679943,10861,4317,45344,17648,65,1025
772361,135479,8809,3566,33662,6448,1457750,219831,9011,3646,34688,7645,53,1025
724705,193585,8245,3346,37036,11414,1097690,277805,7796,2987,37548,10034,60,1026
761537,108329,9916,4118,33994,8306,1196681,160504,8952,3689,32973,7360,64,1027
1004879,169368,15651,6689,59938,14788,1319851,235134,12614,5641,50876,13655,65,1027
1173901,199030,12115,4798,46072,14197,2049463,300935,11681,4445,46033,14959,69,1028
742923,134651,10768,4349,44709,16242,970046,196693,9174,3661,37440,15092,62,1028
1017042,254282,15511,6234,56390,15952,1413549,369036,13538,5539,51101,12836,69,1029
31719,19078,0,0,327,94,79139,39135,0,0,122,278,20,1029
18647,1295,287,180,539,191,77527,5847,203,129,523,125,14,1032
354866,33998,10620,4475,8974,1531,587256,53709,10730,4499,9145,1602,50,1032
922958,112754,8432,3251,27498,7326,1706654,179739,8920,3211,29225,7781,59,1033
1500933,184349,16466,6566,66991,17201,2224359,265903,14809,5819,59687,16543,83,1033
1942326,646017,22609,10033,241503,72109,3006948,966687,20342,8546,214582,74102,59,1033
1169657,273815,11825,4327,43058,13870,2012151,437097,11451,4078,41013,16294,64,1033
976806,232430,10687,4007,43757,11596,1535007,377894,10839,3912,41142,14328,58,1036
17299,695,229,221,120,148,57861,2552,107,137,49,133,16,1036
12256,387,156,125,579,245,51820,1865,103,0,501,393,12,1036
753342,115057,10367,3745,29364,9925,1236427,167346,9689,3282,28823,12249,56,1038
1119096,168017,12800,5333,83746,15247,1681499,261202,12542,5093,78257,16292,63,1038
903179,371551,12198,4454,50830,9421,1167117,546483,10907,3820,45654,9213,65,1039
949735,247715,10947,5227,45819,10775,1518949,396817,10539,4708,43468,12653,61,1039
1491838,273851,15454,5980,51359,13848,2524224,439883,14737,5768,51335,15452,66,1043
17448,3246,44,115,154,197,62115,11513,0,29,0,271,16,1043
322029,71453,8462,4122,10025,0,596475,120294,8864,4577,11531,345,41,1044
34572,9972,133,75,53,75,106707,25557,16,0,0,114,19,1044
82086,25346,2788,1337,3196,0,190840,45057,2829,1156,3533,331,37,1045
1413331,365779,17270,6428,53934,14635,2149534,540130,15866,5812,52595,12882,71,1045
13228,1131,120,90,442,91,55616,3640,11,2,307,67,13,1045
1123723,242029,15175,6419,61212,18357,1615863,358830,13522,5591,55495,17048,63,1046
755935,278104,9565,3621,29821,3887,1120810,439514,8881,3340,29043,5059,54,1048
1424014,250296,24067,8816,107033,33129,2076850,383988,22269,8110,98178,34361,57,1049
36366,10590,358,15,719,1918,150691,50892,747,0,2874,2898,22,1049
50619,4067,55,96,151,216,139157,10306,0,25,0,394,24,1050
29610,13725,745,224,1015,233,99661,32690,820,130,1024,231,20,1051
587283,62569,7459,2937,26749,4714,1047706,100685,7323,2677,26562,6554,45,1051
102306,13594,133,268,32,524,171091,24881,78,104,154,344,39,1051
39748,9170,215,159,100,237,115706,23388,70,76,0,299,23,1051
764012,222648,10812,4490,42444,11066,1138861,358025,9974,3865,39866,11420,56,1051
687532,110392,6376,2430,26215,10705,1313050,175883,6574,2238,26725,12424,54,1051
1156489,194461,15216,5759,49657,14989,1967374,296928,14262,5605,49629,15743,63,1052
1293161,138496,9935,4180,40150,14399,2393946,212497,10439,3985,40824,16980,65,1052
15935,2856,252,72,560,157,55040,9304,163,0,493,75,15,1053
658104,130702,8138,3169,32527,8927,948967,191442,7033,2879,31583,8509,57,1053
1198458,246920,15106,6186,63832,21085,1582104,329839,13055,5139,53609,19548,70,1054
1113709,201995,9852,4195,33534,13550,2035573,306311,9875,3883,35079,16018,62,1055
37399,8251,105,16,381,151,61493,14569,51,55,566,87,34,1057
1033276,211632,13401,5022,57346,20048,1408402,300694,11808,4392,51601,18994,63,1057
297531,135658,354,304,428,0,587511,233509,333,156,586,61,45,1059
1075378,365121,12986,5177,42637,9524,1544033,554392,11279,4497,39840,8501,57,1060
1581228,542961,31760,11269,90810,26344,2151935,770900,27550,9578,82636,26307,68,1061
875157,573156,10321,4309,38825,10846,1445518,960345,10037,4124,36209,9767,55,1061
1374780,794770,15368,6881,142693,41159,2059713,1346645,14063,6348,132954,39732,52,1062
11673,3408,153,166,143,246,52561,15344,49,69,0,294,12,1062
661074,112230,5459,2253,20940,8081,1290418,190385,5463,2310,22583,8457,51,1063
1130540,473685,14945,5525,50519,10515,1791684,738766,13889,5287,49347,13814,59,1065
1041855,179292,11630,4168,37212,6163,1815604,307334,12677,4387,37597,7894,48,1065
31878,7143,162,271,721,723,142692,33485,278,199,978,1053,22,1065
1017404,599722,20863,8565,140301,47180,1445502,927893,20552,8724,130866,50572,67,1066
1012130,289165,11395,4668,39940,10478,1695168,444833,11274,4807,38767,11052,67,1067
1307166,165561,12740,4887,40381,16548,2432446,259075,13517,5210,42092,17693,61,1067
1332681,389514,11727,4734,39649,8743,2518064,640406,12439,4757,43401,9309,63,1067
28760,1264,83,139,381,155,87819,3002,0,19,345,226,19,1069
37146,1356,74,0,810,78,94271,3345,62,0,825,41,24,1069
12692,425,139,45,289,10,51181,1507,11,0,12,0,12,1069
1008895,131499,8460,3389,23371,5700,1912367,208987,8195,3200,24458,6456,52,1069
974493,308666,14560,6040,54837,15548,1234168,449089,12528,4752,49523,14619,61,1069
231120,1180552,129,193,359,262,428345,2017941,130,213,560,287,56,1070
877447,181508,11643,4234,34534,10271,1227377,268785,10826,3599,35346,10157,77,1073
751576,200935,6447,2707,22438,8606,1306578,331584,6788,2641,24764,9344,63,1074
37738,6272,107,160,352,165,123326,13365,18,45,258,140,22,1076
1461670,210868,21484,8622,74950,21553,2289410,312913,19411,8352,69597,19766,65,1079
715559,262897,11112,4530,42095,10568,854962,337142,8759,3549,33868,7079,70,1080
581792,75924,8417,3324,29054,6986,925658,109989,7396,2938,28365,5296,58,1080
214352,23185,5051,2186,4166,761,401222,40492,5275,2249,3606,855,44,1081
645229,78915,8490,3484,32020,8319,1100538,125855,7448,3332,31386,10135,54,1082
59060,15405,110,263,616,473,114863,29980,87,213,400,536,37,1082
45962,5425,139,12,637,223,111429,10829,50,51,427,131,25,1082
12438,529,153,127,258,140,58764,2613,32,0,0,85,12,1083
1154636,469795,14731,5546,57381,17846,1855475,737299,14565,5440,56116,17783,66,1083
1164747,105275,14777,5231,47324,13995,1810898,164431,13821,4863,47048,12527,56,1085
1046417,537887,16896,5807,53576,11809,1660861,905940,16005,5481,50401,10077,50,1086
24402,24845,293,195,694,427,146759,153664,700,98,1743,1896,12,1086
1079611,266390,9978,4098,31834,9489,1927170,418177,9825,4055,30491,11297,58,1086
1035006,220863,11527,4510,42400,15007,1624200,348073,11156,3990,38509,15249,62,1087
1212345,96147,11134,4857,37916,11168,2238881,151046,11699,5186,40230,12815,63,1088
1270149,543380,16950,7116,98105,31991,1945795,860037,16165,6661,94457,29552,60,1089
1218344,373835,16788,5818,59815,17358,2032097,579859,16818,5743,59624,18848,59,1090
1197971,285595,10887,4304,37206,10264,2003865,451662,10886,4207,38158,13050,55,1090
1013543,213099,11881,4875,50258,13579,1588376,301817,10596,4491,46779,14183,65,1090
628829,101338,8630,3009,29289,6767,1014213,155262,8052,2893,27538,8503,64,1090
858070,100501,9283,3357,27792,7652,1336518,131420,6953,2563,25085,9120,57,1090
997254,214731,13111,4984,46822,10339,1494057,331069,11586,4612,40508,11643,53,1091
788144,125808,10434,4398,42344,14307,1105765,182631,9474,3758,39261,15843,67,1093
44515,5600,0,0,247,162,124433,13542,0,0,122,51,23,1093
679170,127661,8694,3363,29636,7385,1044997,194094,8401,2772,27963,7609,63,1093
1323567,159394,13630,4969,46573,16707,2253825,234376,13127,4605,45692,14944,72,1094
219684,21149,2827,1363,10538,1139,433538,37232,2920,1278,11785,1560,36,1094
1127656,330144,17042,6284,52868,11378,1503141,467700,14747,5720,49119,13775,63,1095
1138747,207381,9901,4010,38342,13377,2009148,361996,10030,4112,41410,16056,48,1095
24658,7255,214,254,601,209,105345,36213,198,248,1341,1865,18,1095
39423,11420,266,268,389,240,108362,26371,121,178,631,317,24,1095
20394,33182,324,124,261,225,67475,91073,302,44,36,322,18,1095
21138,2160,196,45,469,197,68499,5729,123,0,397,116,18,1095
698909,369471,9532,3383,25114,5893,1079306,608441,8599,3251,25183,5867,51,1097
265143,204468,3739,1624,7508,1290,529623,357280,3672,1354,7970,1631,47,1099
1584048,367124,18442,7324,69686,20029,2667975,613641,18577,7342,73625,19817,54,1102
33356,12479,141,25,572,94,91892,27057,75,0,502,128,23,1103
950839,300327,11155,3692,34567,8365,1568590,504850,10806,3958,37015,8574,46,1103
252355,44304,4337,1671,10586,3232,427744,69176,3832,1475,10653,3445,44,1104
1475816,250952,19930,8145,79332,22152,2308223,407228,18691,7464,73687,22400,52,1104
44326,11362,303,301,998,1349,195640,55072,655,217,2532,1809,23,1104
671854,220935,6749,2433,64077,17278,1098869,377691,7133,2761,64620,19034,47,1104
856100,282275,7483,3184,76280,22064,1360284,444293,7613,3105,75903,22894,61,1105
12357,2171,122,193,336,0,55863,8812,70,108,424,12,12,1105
1265031,211820,16488,6409,77030,22771,1706008,308691,14898,5783,72816,22917,65,1107
720950,156728,11047,4178,36388,9433,1059737,241858,10163,3691,36290,8922,58,1107
42513,9143,110,216,261,52,103537,18809,48,150,82,2,31,1108
1135723,314247,16701,6337,64770,14611,1301352,414420,14217,5058,52581,14624,69,1108
976005,110183,9471,3704,34380,9325,1766227,174593,9798,3668,35087,9616,63,1110
772525,135486,10505,4913,46487,13782,1102188,202892,9362,4454,43821,12884,65,1110
932266,238979,12576,4969,50305,12457,1236266,303560,10092,4217,43044,11570,60,1111
1167889,121622,15442,6687,51305,16462,2029234,206364,16098,7315,52489,20148,47,1112
23853,4245,187,237,417,676,98122,24148,268,242,906,1109,16,1112
1233770,272800,10514,4484,47439,11505,2290022,467671,11419,4842,49675,12738,48,1113
948097,303408,18963,7528,76562,18069,1468424,483372,18785,7044,75564,21978,52,1117
931273,240259,6301,3283,83250,22956,1684710,373101,6775,3126,84645,23964,71,1117
1446098,263978,15218,5949,51834,15765,2193971,399128,14180,5580,48320,18257,57,1117
292760,51466,12277,5224,12311,2360,410963,77664,11508,4710,11416,2044,53,1117
13044,929,224,134,258,15,51364,3160,162,55,140,0,13,1118
12721,621,151,95,474,308,51568,2662,26,0,514,442,13,1118
1147496,325210,16280,6816,67083,18363,1403337,473368,12770,5449,54183,16668,61,1119
967503,139022,9951,3671,31560,10361,1588489,197833,9391,3058,29543,10852,59,1119
1181588,388532,14308,5566,46725,14629,1628080,557098,12854,4636,38822,13270,63,1121
1048748,132078,11715,4413,51125,14166,1522955,173825,9968,3470,44633,13350,63,1124
17710,1939,183,93,417,362,58110,5800,156,0,270,372,16,1124
650090,91938,8285,3128,22878,6205,1073535,135621,8055,2735,22145,6362,51,1125
810212,132771,16163,6133,38771,7449,1221320,199408,13731,5211,39502,9752,57,1126
1029124,336174,16084,5715,50388,9300,1328236,526213,14161,4855,43368,8349,61,1128
17118,4383,147,115,87,327,65393,23942,117,21,412,324,15,1128
1138323,335366,15935,5659,55049,12880,1424686,449437,13048,4811,46366,10999,58,1128
930939,275330,10428,4109,32599,10776,1423881,429844,10126,4159,32072,10687,60,1128
1704094,391286,24591,9186,106080,30733,2535692,599684,23501,8608,100998,33712,72,1128
14144,2249,236,151,375,67,54847,8178,178,41,335,113,14,1129
790713,203506,11444,4451,35750,11139,1104168,292143,10111,3912,31466,9567,71,1130
66454,62687,171,310,959,159,115918,117723,152,211,821,456,37,1130
653618,135415,6931,3025,25349,5335,1192126,241965,7062,3011,26344,5819,43,1131
865776,130034,12432,5551,47168,13880,1298268,196213,11562,5100,46962,15308,53,1131
1661742,316990,17286,6622,67882,25781,2924845,508016,17639,6708,67907,29267,65,1131
1031652,101148,8816,3619,33504,11747,2000219,162868,9357,3785,33819,13519,55,1132
13881,1456,123,190,173,55,60530,5793,0,104,0,0,13,1133
1099640,187505,9404,3966,97420,28103,1788062,285930,9306,3793,96932,31748,57,1134
90886,7413,208,62,569,111,188815,13131,118,79,1046,292,50,1135
23352,5409,279,156,173,197,66916,14816,202,57,0,319,19,1140
827909,158184,13033,5283,44158,12916,1191520,232433,10754,4017,39087,9687,77,1141
15948,1336,151,140,732,174,50657,4894,50,132,675,216,15,1141
1070836,124807,10100,4118,42181,17351,1812500,191483,9869,3974,42790,16170,57,1141
1304554,223545,15334,5774,58577,13981,1881708,309209,13720,5145,53126,15108,62,1142
483049,112657,5647,2181,22206,6468,766827,169336,5471,2061,22757,8065,57,1143
1401573,384471,17084,6171,59946,14825,2202915,588465,16195,6120,58306,16225,53,1144
443738,66156,8822,4083,9203,259,835513,112523,9109,4118,10437,763,46,1145
17646,3288,0,193,172,142,56032,8740,0,197,175,127,18,1145
1167452,115263,12170,4701,44490,9399,1779799,163737,11673,4162,42295,8304,64,1146
12236,517,144,209,402,92,58222,3138,44,152,222,116,12,1146
15351,3808,107,149,39,75,52469,12359,42,76,0,229,16,1146
943379,221526,12306,4362,37055,9603,1534447,341687,11199,4092,38744,10179,53,1147
975044,159835,10483,4421,44230,12295,1552095,223270,9810,4006,42946,11931,62,1147
913908,199706,10346,3857,47403,14760,1529349,308769,10166,3582,47256,15537,50,1147
737919,120648,9642,3592,39084,11843,1028747,174731,8751,3210,36706,12284,63,1147
1522523,519854,27488,9836,93402,24583,2067145,647347,23515,8448,82156,24382,68,1148
913365,444114,13567,5109,43172,14705,1313515,651786,12169,4417,39735,13082,64,1148
1261466,242521,17591,6783,68807,20234,1780916,375161,15702,6092,64863,21380,65,1149
694870,237148,10005,3583,29006,7499,950261,325706,9117,3079,27349,7487,67,1151
1096148,217576,11977,4643,38527,10531,1781098,358590,11513,4444,37227,12391,54,1152
1207381,144076,16433,6721,72590,23092,1848237,217147,15100,6033,69561,24172,53,1153
760179,215050,12355,4940,41112,13215,1113510,333828,10900,4258,39488,13578,63,1154
38778,9336,13,149,627,282,72965,16523,68,67,325,511,34,1154
84392,2822,302,449,303,137,195546,6159,225,304,295,139,28,1154
761748,194471,10578,4048,39760,14606,1105620,310482,9242,3264,37367,15440,53,1155
30202,22630,0,0,82,172,93276,57991,0,0,0,103,19,1155
18892,6403,142,83,170,163,70227,16848,61,0,0,329,16,1158
749403,113875,9353,3506,32790,9041,1384121,179852,9351,3571,35428,9292,50,1158
901442,222797,11228,4439,36493,7097,1280391,328218,9885,3880,32164,8128,58,1158
65705,17160,171,0,541,0,136385,34918,123,0,293,110,33,1159
1400657,169997,13425,5565,59090,22050,2388620,257334,13808,5522,59593,26507,69,1160
510813,94201,6810,2930,24279,5172,863136,145708,6373,2702,22785,5777,48,1160
642776,109382,6703,2916,20982,4211,1016438,168610,6771,2767,19448,3941,61,1160
1053346,120801,8678,4068,42260,15761,1858783,189676,9088,4089,43068,16179,57,1164
324135,35490,10428,4060,9109,725,490044,50644,10123,3761,9910,1193,56,1165
1369087,674340,13679,5268,51660,18649,2323972,1098236,13852,5112,49725,17604,63,1166
696185,165598,9577,3995,31961,6051,979775,230928,8268,3381,28799,4275,64,1167
724363,119275,8739,3343,33291,11270,1126918,177008,8393,3113,31240,11878,64,1167
1049921,275584,15567,5887,53925,11340,1302948,365113,12786,5119,45974,10756,70,1168
1223532,288365,14948,5448,65933,23592,1591078,390342,12586,4747,57200,22422,64,1171
15216,2266,127,43,327,0,52760,8552,39,0,259,29,16,1172
1079646,252961,11931,4152,39103,11604,2008303,401784,12876,4298,41686,11469,57,1173
1195700,227436,19128,7074,64934,15724,1463954,325819,16251,6145,56864,13217,60,1173
1154156,275725,13880,5971,62054,19574,1923775,471006,13782,5927,63524,22803,50,1174
1248644,179672,13495,5266,53274,14348,2026577,292764,13031,5238,49630,14081,49,1175
33724,10185,328,124,309,873,141761,48876,263,12,1117,1315,23,1175
1576699,171927,15765,6022,61666,17065,2551389,261768,15732,5937,62847,19430,57,1176
29899,18015,114,122,411,336,83696,45736,67,105,238,289,24,1176
661392,187167,7801,3151,21347,6903,1255680,322490,8173,3051,24243,8119,47,1178
1341392,88900,12340,5121,47677,12199,2462679,137354,12558,5425,50156,12686,61,1178
1444091,434915,17637,6796,62533,18796,2458903,683477,17833,6832,62914,19560,61,1178
39704,7726,223,148,297,0,110082,13832,152,27,243,172,24,1178
1290131,75155,13072,5084,47716,13459,2406675,125514,14037,5348,50282,17471,48,1179
15991,10798,89,148,413,112,69181,35097,0,24,313,114,14,1179
1289989,300552,17610,6787,61087,13383,1986393,435705,16189,6150,57086,12252,69,1180
1637564,264168,17081,6516,66435,17448,2632068,432527,18069,6847,67940,20337,56,1181
848672,328166,13575,4539,44272,10609,1167128,464567,11426,4066,37183,8505,56,1181
1536252,370192,14292,5007,47071,10691,2639048,576257,13871,4942,47738,9726,64,1181
562547,90586,7599,2675,19726,4291,844352,133642,6894,2199,18958,3630,63,1182
959984,240665,14602,6274,61890,22774,1270388,321196,11928,5211,53219,19899,66,1182
1055208,210219,14487,6402,51125,9774,1666458,348795,13301,5830,51029,13359,57,1184
140855,3907,181,39,399,0,284735,7647,83,0,545,33,33,1188
585532,78304,7158,2572,20815,3124,1075805,139421,7635,2674,24420,4521,44,1188
48182,113862,0,265,297,237,95746,224349,42,167,128,199,28,1189
1442953,358751,20683,7842,93821,31459,1973805,538994,18146,7005,85500,31683,77,1191
448289,71270,6556,2504,18924,3910,708013,103870,6301,2087,18675,4474,56,1191
124484,22452,0,216,172,149,229855,42299,0,91,620,241,38,1191
759094,93952,10526,4045,40035,7733,1263787,142643,9724,3950,39343,9094,56,1192
978177,481033,7114,2437,36101,8714,1789163,822392,7627,2639,36144,9793,55,1192
1403276,335538,19947,7116,79588,28123,2134415,531926,18678,6695,73923,27637,55,1195
1411830,131117,12864,5654,52914,13059,2556758,215005,13183,5693,57906,16309,54,1197
994289,347363,12557,5033,45773,12672,1473851,528031,11942,4260,39811,13338,76,1197
302341,80387,11709,5068,12851,1951,441223,121084,11204,4883,11817,2883,53,1197
1056643,220820,24134,10216,28954,0,1656011,330450,22646,10255,27532,479,64,1198
674973,676943,7129,2749,22676,4779,1272298,1173749,7116,2800,24295,4884,56,1198
1384975,292724,12625,5730,101729,25461,2257038,489443,12649,5799,100032,29733,57,1200
1234169,146553,12871,4624,44257,13771,2030102,212703,11228,4142,41756,16082,64,1200
965450,293346,11972,4952,48649,13992,1365741,424977,10759,4140,44741,16167,65,1200
40015,6389,241,289,372,135,93656,13701,100,163,592,205,25,1201
999046,89076,10099,4175,33023,7727,1885395,141451,10245,4210,34925,8685,57,1202
63646,3241,7,16,247,169,143648,6487,0,6,323,350,29,1202
1414958,537220,20031,7837,66805,19960,2022969,803605,17870,6976,60228,22258,70,1202
61044,22323,66,53,338,142,97774,43708,56,38,568,399,36,1203
1086921,488224,15987,5560,55568,19242,1407447,701054,13896,4853,48154,18877,59,1203
1079869,219658,10746,4602,38827,11054,1711390,325589,9813,4047,36480,13235,65,1203
788858,174861,11678,5269,47512,11469,1095651,255120,10172,4155,41202,10113,65,1204
1051493,186307,12483,4987,51655,14807,1599198,257210,11317,4374,51630,15752,70,1204
1049994,164522,15483,5733,43314,11411,1381290,230059,12840,4806,36281,8865,62,1204
1006115,166244,11434,4086,41381,13558,1493530,264517,9867,3860,37387,15303,50,1205
979835,544880,7913,2910,84230,19873,1722805,894979,7808,2852,84794,22835,66,1207
1042789,279124,13358,5042,42690,10873,1447692,425171,12233,4191,40581,11318,64,1207
1249170,145448,26353,11822,27713,3522,2099738,238851,26429,11285,30339,5619,53,1207
798062,164124,8752,3543,32424,10106,1497346,258456,8713,3597,32114,12652,53,1207
771749,103423,11713,4874,44377,12432,1183752,147467,10331,4192,43499,12370,54,1207
847481,229097,10670,4615,39401,9320,1344520,357944,10112,4261,37072,9771,56,1208
837429,386414,10499,3307,30236,8047,1341512,638729,9884,3153,29192,8763,57,1208
1524215,636396,18740,6690,57375,13048,2428199,1045023,18261,6287,53882,14216,56,1209
1108446,237257,14227,5577,52809,15253,1558108,331509,13079,5004,45252,12473,65,1209
1371785,360627,17670,7016,59387,16151,2049605,542987,16563,6236,55089,17521,58,1211
1558337,358739,22298,8087,145745,47266,2359949,550076,21770,7851,139371,43408,72,1211
629253,92547,9243,3440,29333,7414,1023556,141171,9117,3191,27347,8045,49,1212
808058,233795,11451,4606,43191,14291,1057951,356888,9712,3690,39650,12685,67,1212
670366,109117,5889,2286,17742,5767,1338662,185472,6260,2268,19712,6979,51,1213
18924,2299,203,136,413,220,79551,7879,132,0,207,347,15,1214
313811,69412,5721,1949,9521,2171,533936,114775,5363,1778,8634,3069,49,1214
1017176,343137,15143,5740,59979,12724,1222740,445887,11842,4699,51030,13716,61,1216
790313,536975,10325,4466,40087,12570,1119592,837706,8760,3580,35531,12507,58,1216
1408060,317037,15755,7278,153574,46391,2212991,499773,14801,7331,148222,44283,66,1217
965975,200554,13358,4359,43036,12892,1332875,293917,11757,4110,40034,13876,74,1217
41876,2449,138,378,812,86,66778,5105,72,213,961,320,35,1218
1296646,188315,16767,6086,88459,23245,2116255,303903,16588,6334,89997,24331,50,1221
902437,373809,11871,4634,45920,10716,1244907,577985,10023,4111,42631,10028,71,1221
988783,126897,11002,4159,43230,11516,1651159,193262,10801,4269,44421,11567,57,1222
31824,12083,272,187,508,304,96892,29496,173,99,688,399,21,1223
634998,102570,6819,2848,28671,4751,1105881,149609,6759,2588,29049,6438,54,1224
1119700,436964,12498,4672,40042,10265,1967291,661288,11722,4313,39419,14185,58,1228
836426,94073,6697,3116,31710,9254,1384179,144704,6640,2840,32912,10257,71,1229
1059911,307229,10681,4252,42216,13419,1660409,491025,10513,3919,40975,17536,51,1229
928304,467803,10425,4662,40405,7879,1382521,704769,9480,4023,38184,7340,63,1229
1156700,251406,14128,5692,64804,25301,1729659,384058,13065,5330,63738,24922,61,1230
231778,41488,8550,4152,10330,790,406701,65625,8604,4057,10174,826,41,1232
816976,132132,8298,3557,36714,14848,1339712,212711,8202,3399,37131,15098,55,1232
781604,115900,8710,3521,28243,8258,1350974,188338,8529,3348,27407,9815,51,1232
45388,4612,211,74,339,441,129321,10965,120,78,160,437,22,1233
198519,904068,544,610,644,0,362055,1489027,609,321,621,201,46,1233
480241,105030,175,0,521,503,903465,175482,111,9,321,181,54,1234
1435209,339767,16091,5898,51818,14351,2331372,544809,16559,5534,49917,14509,72,1235
48920,7805,0,19,269,237,109790,14196,0,0,263,386,29,1235
1395464,205567,11300,4936,45845,12940,2507342,328202,11718,5075,46584,13412,64,1235
1086404,168113,13003,5039,56302,19408,1706640,272924,11983,4577,55996,20789,52,1235
1490904,215657,16566,6325,55562,16275,2322710,316116,15481,5832,51496,15891,71,1235
1089517,313829,14280,4934,48904,13206,1630970,481163,13278,5017,47197,12481,74,1237
808402,262608,13819,5254,49553,16091,1244612,407570,13923,5103,48197,16841,61,1237
391689,31334,8725,3759,8838,0,770251,51789,9490,3972,8505,827,49,1237
773407,328591,10643,4054,34213,6163,986591,520809,9897,3666,30851,5174,60,1238
765428,95286,10617,3772,35424,8109,1122903,136161,9945,3496,33184,7693,55,1239
924555,98332,10797,4824,42748,14211,1407517,142368,9710,4240,38838,14706,65,1239
22365,5069,187,89,198,265,84112,14950,72,0,0,255,16,1241
777084,131862,7401,3086,24676,7142,1400675,217957,7123,2898,24116,7725,61,1242
1290631,619020,14387,5093,45424,12030,1938152,968438,12641,4580,41295,10787,75,1243
1263352,252583,10181,4657,85595,27832,2235619,400807,10468,4836,87345,27633,65,1243
1188226,452136,16426,6771,175851,54282,1658808,647916,15802,6510,160590,50442,62,1244
696647,129716,5356,2325,48957,13209,1183557,205302,5147,1957,48065,13409,53,1244
1188160,336322,13185,4609,40528,12329,1846024,515379,12464,4327,38779,9558,71,1245
15390,1272,215,260,200,126,66642,3998,141,198,126,89,14,1245
1240652,116777,32573,13690,33922,2755,1774852,159451,29856,13327,32095,2093,73,1245
807649,174576,11056,4469,41194,10836,1128002,232174,9634,3758,36291,7219,69,1246
785058,215342,9111,3734,26913,8184,1210156,329478,7968,3054,24941,8057,71,1247
1805868,226491,23152,9377,108436,37970,2706477,359626,22740,8989,104409,30773,65,1247
1028909,265304,14261,5721,51092,15105,1452420,410814,12566,4812,46875,13275,57,1252
1568938,666660,16704,6836,49217,12175,2159346,846032,12595,4629,37277,10027,75,1253
23985,26555,166,104,291,230,77735,60685,65,14,55,275,15,1253
1681567,586813,30787,11021,149564,50661,2298250,815798,26890,9624,126318,42120,75,1255
1355059,284518,17073,6583,65692,21659,1928056,401777,15316,5780,60468,19173,68,1255
14415,4012,194,125,491,77,50208,11761,90,57,389,0,14,1255
19625,21327,163,231,608,163,57762,59367,79,187,452,288,18,1255
