 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	73	255	3.610	897.705	31.556	11.063	8.401	95.096
2	5	255	71.500	902.500	10.243	5.642	1.128	0.000
3	21	255	85.690	901.167	16.485	6.415	4.168	15.128
4	23	255	199.152	901.196	17.899	6.825	4.290	6.084
5	6	255	440.000	902.500	12.243	6.770	1.128	0.000
6	81	255	578.611	899.512	34.142	12.718	8.109	9.401
7	3	255	672.500	902.500	6.243	3.385	1.128	0.000
8	18	255	896.667	901.611	16.485	6.921	3.311	179.573
9	10	255	997.800	902.200	15.071	6.623	1.922	176.015
10	19	255	1125.605	901.711	17.899	7.854	3.080	4.753
11	36	255	357.139	898.056	22.142	8.443	5.429	74.291
12	31	255	391.532	895.855	24.971	7.285	5.418	156.466
13	47	255	722.968	894.862	24.385	7.897	7.578	21.452
14	46	255	800.717	895.630	27.556	7.926	7.389	3.923
15	34	255	168.059	894.324	20.728	6.701	6.460	114.634
16	43	255	471.640	893.570	23.556	7.929	6.905	85.118
17	45	255	407.811	891.456	26.142	9.220	6.214	144.639
18	64	255	852.984	889.344	29.213	10.874	7.494	72.711
19	59	255	439.958	889.212	26.971	9.214	8.153	64.528
20	55	255	1207.882	888.918	27.213	9.151	7.652	77.225
21	47	255	801.883	887.713	26.385	9.758	6.132	179.086
22	99	255	919.227	883.884	36.627	13.319	9.464	58.255
23	74	255	283.122	883.797	32.627	12.234	7.701	143.181
24	58	255	1132.707	882.241	27.799	10.861	6.799	27.834
25	60	255	99.233	879.883	28.385	9.853	7.753	25.460
26	26	255	645.346	879.769	18.142	6.485	5.105	126.674
27	62	255	545.113	871.161	28.385	10.379	7.606	108.479
28	74	255	734.568	869.284	32.627	10.290	9.157	123.704
29	90	255	454.267	863.811	35.213	11.450	10.008	172.631
30	36	255	980.222	865.083	24.385	9.024	5.079	54.413
31	51	255	69.088	865.049	26.728	10.731	6.051	12.698
32	87	255	487.063	860.270	33.213	11.018	10.054	95.019
33	38	255	987.947	862.184	29.456	8.506	5.688	38.873
34	50	255	509.180	857.880	24.971	8.457	7.528	34.416
35	40	255	425.825	857.475	22.142	7.330	6.948	75.703
36	55	255	363.645	851.445	27.799	9.353	7.488	138.082
37	38	255	326.237	851.632	21.899	7.604	6.363	105.013
38	38	255	1191.184	847.684	25.799	8.978	5.389	141.111
39	35	255	679.929	843.614	21.314	7.101	6.276	101.158
40	38	255	91.421	842.026	22.385	8.549	5.660	136.501
41	40	255	519.475	842.175	21.556	7.330	6.948	165.703
42	50	255	1122.920	839.360	26.385	9.278	6.862	40.378
43	31	255	724.790	840.339	24.971	8.253	4.783	1.459
44	63	255	995.452	836.754	30.971	11.911	6.734	85.220
45	68	255	144.662	837.544	29.799	10.786	8.027	143.087
46	51	255	188.775	836.814	25.556	8.356	7.771	145.610
47	48	255	1036.104	836.604	25.799	8.848	6.907	74.686
48	55	255	402.645	827.936	30.971	12.370	5.661	85.841
49	50	255	934.800	829.840	25.213	9.531	6.680	35.780
