 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	7	255	548.357	902.214	11.071	4.647	1.918	4.308
2	1	255	1064.500	902.500	2.828	1.128	1.128	0.000
3	85	255	11.547	894.512	33.213	11.028	9.814	101.686
4	29	255	223.017	896.569	20.971	7.468	4.944	33.171
5	35	255	657.814	896.414	20.728	7.280	6.121	98.472
6	52	255	1051.558	894.846	38.284	8.608	7.692	21.468
7	45	255	844.767	892.967	30.042	8.809	6.504	48.702
8	27	255	297.241	892.907	17.556	6.033	5.699	146.477
9	83	255	934.958	891.151	32.385	10.613	9.958	44.296
10	31	255	995.468	892.629	22.971	7.996	4.936	31.912
11	43	255	1104.733	890.919	39.113	8.043	6.807	139.655
12	32	255	432.000	887.094	24.971	7.312	5.572	166.312
13	60	255	1148.017	883.633	27.556	9.237	8.270	75.220
14	27	255	460.463	880.981	22.142	7.307	4.705	82.740
15	27	255	507.352	878.722	23.556	8.183	4.201	79.707
16	28	255	899.429	879.750	21.799	6.705	5.317	51.707
17	39	255	32.064	874.167	22.142	8.399	5.912	169.650
18	75	255	1177.500	869.060	32.042	11.176	8.544	34.883
19	41	255	159.110	866.866	24.385	9.644	5.413	45.642
20	48	255	877.396	866.208	31.556	8.342	7.326	141.443
21	32	255	1008.281	865.094	26.627	7.844	5.194	66.535
22	47	255	864.032	864.521	30.627	8.649	6.919	112.912
23	26	255	536.962	863.462	20.142	7.263	4.558	104.100
24	29	255	668.810	860.948	22.971	8.480	4.354	85.685
25	34	255	554.206	854.529	21.314	7.445	5.815	115.678
26	95	255	1033.889	852.868	34.627	12.133	9.969	8.387
27	40	255	729.075	852.350	34.627	9.196	5.538	152.457
28	23	255	1173.500	850.630	22.971	6.446	4.543	146.574
29	16	255	74.438	849.438	16.728	6.129	3.324	43.205
30	56	255	333.268	847.536	26.971	9.181	7.767	110.874
31	43	255	863.663	846.500	30.385	8.917	6.140	147.481
32	38	255	1003.184	845.684	26.385	7.771	6.226	74.715
33	27	255	26.167	844.167	20.971	8.602	3.996	128.621
34	1	255	1007.500	844.500	2.828	1.128	1.128	0.000
35	44	255	960.591	840.205	29.799	7.807	7.176	27.965
36	39	255	396.397	837.679	24.385	7.784	6.379	124.752
37	17	255	701.735	839.324	14.728	5.620	3.851	129.800
38	2	255	864.000	841.500	4.243	2.257	1.128	0.000
39	28	255	1160.571	838.643	21.556	8.123	4.389	0.424
40	29	255	1070.293	837.052	31.213	6.573	5.617	178.750
41	18	255	909.667	834.167	15.314	5.294	4.329	120.595
42	57	255	277.728	828.307	27.556	9.784	7.417	148.917
43	27	255	836.130	829.167	22.728	7.185	4.785	49.803
44	1	255	832.500	830.500	2.828	1.128	1.128	0.000
45	24	255	1172.542	828.875	19.556	7.552	4.047	26.600
46	28	255	551.607	814.964	18.971	6.429	5.545	178.859
47	19	255	720.921	814.605	15.071	5.550	4.359	77.179
48	31	255	818.016	811.565	22.971	8.204	4.811	168.609
49	37	255	397.014	807.662	28.627	8.369	5.629	58.725
50	60	255	751.767	805.150	28.971	11.140	6.857	78.342
51	49	255	286.459	805.622	26.142	9.748	6.400	23.905
52	42	255	954.071	803.333	32.042	9.032	5.921	75.808
53	31	255	572.532	799.242	23.799	8.638	4.570	63.451
54	34	255	922.294	799.235	26.385	7.331	5.905	144.051
55	30	255	942.133	797.300	24.142	6.648	5.745	139.845
56	22	255	975.409	798.591	20.385	6.468	4.331	171.044
57	24	255	1108.292	798.792	20.142	6.834	4.472	155.732
58	26	255	755.538	794.462	22.971	7.246	4.568	85.526
59	49	255	7.153	792.439	26.385	9.314	6.698	49.674
60	36	255	380.028	790.500	27.799	9.449	4.851	92.187
61	53	255	259.632	788.387	26.385	9.428	7.158	123.299
62	34	255	901.529	787.265	25.556	8.083	5.356	20.969
63	30	255	929.433	786.400	22.142	7.820	4.884	110.845
64	24	255	613.000	784.250	18.728	6.140	4.977	162.781
65	45	255	149.633	780.344	25.314	9.650	5.937	88.665
66	34	255	839.794	782.382	31.213	8.369	5.172	169.880
67	43	255	778.919	779.477	25.799	10.022	5.463	44.788
68	36	255	555.972	778.611	23.556	9.228	4.967	156.387
69	1	255	612.500	780.500	2.828	1.128	1.128	0.000
70	48	255	795.000	775.708	24.142	8.720	7.009	180.000
71	22	255	889.955	773.091	22.385	6.694	4.184	20.844
72	21	255	898.643	772.929	18.142	6.511	4.106	112.500
73	37	255	697.257	772.203	24.385	7.302	6.452	165.226
