 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	10	255	154.600	902.100	13.071	6.132	2.076	6.021
2	44	255	893.818	899.773	24.142	9.006	6.220	35.018
3	23	255	970.065	897.413	17.314	7.071	4.141	86.298
4	33	255	503.076	888.470	20.142	7.516	5.590	62.807
5	28	255	471.607	888.536	18.142	7.154	4.983	165.982
6	21	255	40.595	885.548	17.314	6.519	4.102	54.121
7	46	255	110.630	884.674	24.385	9.224	6.350	25.486
8	26	255	369.923	884.923	19.556	6.675	4.960	48.289
9	48	255	438.521	884.271	24.971	9.322	6.556	19.473
10	30	255	256.133	883.633	20.142	6.957	5.490	129.749
11	49	255	963.867	882.908	29.213	10.248	6.088	143.719
12	27	255	327.907	881.722	20.971	7.870	4.368	140.106
13	31	255	418.113	879.565	21.556	8.340	4.733	60.072
14	47	255	860.947	880.372	24.971	8.659	6.911	35.584
15	46	255	514.261	878.087	31.213	10.523	5.566	54.620
16	73	255	323.500	873.884	38.284	14.335	6.484	116.571
17	44	255	839.273	875.136	28.385	8.262	6.781	60.200
18	49	255	220.643	872.827	25.556	9.706	6.428	135.898
19	4	255	607.000	875.000	5.657	2.257	2.257	0.000
20	25	255	716.340	872.580	18.971	7.163	4.444	156.032
21	47	255	7.096	869.330	26.385	10.635	5.627	126.096
22	21	255	380.643	871.976	16.485	6.050	4.420	176.509
23	29	255	82.914	866.500	20.142	8.508	4.340	127.155
24	46	255	688.630	866.283	25.799	10.366	5.650	149.274
25	40	255	825.525	865.075	30.042	8.972	5.676	60.745
26	37	255	350.581	865.797	23.556	10.034	4.695	157.632
27	42	255	955.857	865.095	22.728	8.415	6.355	8.649
28	37	255	1076.284	862.014	25.799	8.434	5.586	95.093
29	37	255	101.392	857.716	22.728	8.091	5.823	12.301
30	25	255	265.340	857.780	18.142	6.512	4.888	0.227
31	60	255	736.267	855.033	29.799	10.515	7.265	11.685
32	6	255	442.667	856.833	9.899	4.387	1.742	32.243
33	27	255	47.981	853.500	19.556	7.972	4.312	50.535
34	52	255	976.250	852.962	26.385	10.019	6.608	142.214
35	69	255	307.196	851.645	36.627	10.336	8.500	137.006
36	35	255	709.814	852.557	22.971	6.806	6.548	87.456
37	41	255	874.988	851.012	24.142	8.859	5.893	97.486
38	23	255	591.370	849.674	19.556	6.678	4.386	102.400
39	25	255	643.700	849.780	20.385	7.073	4.501	142.436
40	44	255	3.727	847.682	25.213	9.294	6.028	117.104
41	34	255	274.441	847.324	22.728	8.687	4.983	88.121
42	57	255	859.746	843.132	29.799	9.786	7.416	101.988
43	42	255	953.095	843.238	32.042	8.509	6.284	123.877
44	35	255	890.386	843.071	24.385	8.682	5.133	127.220
45	50	255	996.040	841.680	28.385	8.867	7.179	165.526
46	27	255	736.944	841.759	20.728	6.614	5.197	150.888
47	32	255	593.344	840.656	20.728	7.923	5.143	169.655
48	29	255	521.948	837.914	20.142	7.760	4.758	81.544
49	34	255	639.029	838.647	20.142	7.027	6.160	115.348
50	49	255	663.051	837.010	26.385	9.907	6.297	89.623
51	30	255	453.267	838.933	20.728	8.898	4.293	176.575
52	50	255	1057.480	835.340	27.556	9.372	6.793	74.475
53	41	255	1104.183	833.768	23.314	8.546	6.108	17.793
54	28	255	723.000	831.964	20.728	7.781	4.582	44.986
55	36	255	576.139	830.778	23.556	9.685	4.733	109.648
56	3	255	968.167	830.167	5.657	2.365	1.615	135.000
57	35	255	617.671	827.271	22.142	8.608	5.177	2.872
58	29	255	588.397	825.672	18.728	7.121	5.185	80.031
59	27	255	502.685	823.204	21.314	7.037	4.885	71.894
60	44	255	991.886	823.000	32.971	8.317	6.736	91.122
61	48	255	249.812	820.938	25.314	8.673	7.047	67.149
62	23	255	1081.065	821.326	19.556	7.509	3.900	138.633
63	29	255	598.328	821.190	21.556	7.937	4.652	172.605
64	34	255	870.706	821.088	24.971	8.022	5.396	156.397
65	27	255	668.093	820.574	17.899	6.451	5.329	12.492
66	58	255	354.534	816.069	28.385	10.004	7.382	99.353
67	72	255	1066.792	815.792	30.627	11.324	8.096	40.988
68	21	255	544.500	817.500	15.314	5.171	5.171	0.000
69	30	255	611.933	816.833	18.728	6.503	5.874	157.545
70	46	255	757.087	815.239	28.385	8.121	7.212	12.090
71	28	255	666.821	814.107	20.142	7.596	4.693	38.331
72	23	255	276.500	813.674	16.485	5.433	5.390	0.000
73	39	255	135.013	807.218	22.728	8.557	5.803	114.675
74	27	255	276.167	806.389	19.556	6.961	4.939	108.435
75	56	255	627.036	805.893	26.971	9.175	7.771	153.007
76	28	255	1205.071	805.250	22.728	7.372	4.836	124.767
77	43	255	488.360	804.942	23.556	8.286	6.607	64.590
78	30	255	744.000	804.933	21.556	7.457	5.122	30.190
79	17	255	659.735	804.676	14.728	5.068	4.271	160.300
80	27	255	666.278	799.389	21.556	7.999	4.298	90.444
81	31	255	274.210	797.855	20.971	8.785	4.493	54.827
82	44	255	643.045	794.545	24.971	8.932	6.272	92.530
83	63	255	305.357	794.040	30.627	10.541	7.610	169.907
84	52	255	547.577	793.654	27.213	9.695	6.829	47.354
85	20	255	687.000	794.050	19.799	5.350	4.760	44.841
86	25	255	62.940	791.940	19.314	8.367	3.804	106.051
87	41	255	236.622	790.622	23.799	9.696	5.384	135.000
88	61	255	620.287	790.336	28.385	10.355	7.500	130.636
89	36	255	131.722	789.583	24.385	8.732	5.249	13.901
90	32	255	442.656	788.469	21.314	8.278	4.922	105.803
91	47	255	678.181	786.479	25.799	9.405	6.363	34.266
92	1	255	112.500	789.500	2.828	1.128	1.128	0.000
93	29	255	435.259	786.603	19.314	7.507	4.918	74.265
94	28	255	1066.000	786.357	18.485	6.539	5.452	0.000
95	29	255	44.500	783.879	20.142	7.912	4.667	108.549
96	53	255	206.142	783.406	26.385	10.128	6.663	156.475
97	30	255	71.233	781.267	19.556	6.720	5.684	112.690
98	63	255	286.437	779.008	32.042	11.133	7.205	140.275
99	23	255	1069.065	781.239	17.314	6.385	4.586	6.535
100	43	255	1120.523	779.593	28.385	10.323	5.303	77.999
101	38	255	630.079	779.368	22.385	7.825	6.183	27.143
102	29	255	398.086	778.569	20.142	7.988	4.622	13.305
103	34	255	692.912	776.382	20.728	8.114	5.335	125.207
104	43	255	551.523	774.105	24.728	10.323	5.304	94.994
105	31	255	273.500	775.306	21.799	8.256	4.781	30.048
106	43	255	1091.872	773.942	24.385	7.716	7.096	43.404
107	32	255	1053.344	773.625	21.556	7.845	5.194	175.028
108	32	255	222.062	771.562	21.556	7.026	5.799	102.704
109	41	255	596.524	770.500	24.728	9.495	5.498	88.560
110	20	255	535.000	771.900	15.899	6.031	4.222	167.875
111	74	255	165.257	765.973	30.971	11.463	8.220	12.805
112	23	255	519.717	767.804	18.728	7.232	4.050	171.094
