 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	10	255	141.000	902.100	13.071	5.848	2.177	0.000
2	16	255	472.000	901.875	17.899	7.276	2.800	0.000
3	36	255	508.694	899.889	21.899	7.828	5.855	59.332
4	10	255	549.000	902.100	13.071	5.848	2.177	0.000
5	41	255	323.646	896.988	24.142	8.856	5.895	9.028
6	29	255	361.155	896.362	20.728	8.347	4.424	122.381
7	28	255	1022.857	895.071	20.142	6.684	5.333	39.836
8	33	255	218.894	892.227	21.556	8.477	4.957	41.243
9	33	255	823.076	891.288	28.627	8.271	5.080	137.897
10	31	255	1205.758	887.081	22.971	8.151	4.843	140.818
11	42	255	1054.095	886.143	22.728	8.415	6.355	98.649
12	35	255	302.014	883.243	24.971	8.184	5.445	87.125
13	37	255	1025.770	884.149	22.728	7.799	6.040	18.387
14	33	255	629.591	881.015	20.142	7.336	5.727	145.930
15	38	255	355.026	878.842	22.142	7.843	6.169	90.845
16	29	255	708.569	879.086	20.142	7.160	5.157	83.968
17	35	255	779.414	877.586	30.627	8.861	5.029	137.826
18	23	255	561.239	877.891	18.142	6.544	4.475	165.398
19	26	255	382.654	875.038	20.142	7.977	4.150	111.813
20	25	255	375.940	871.580	20.142	7.335	4.340	100.673
21	29	255	312.328	872.810	20.728	8.013	4.608	158.713
22	28	255	818.286	870.286	22.728	7.192	4.957	112.714
23	46	255	702.370	870.304	24.142	8.313	7.046	28.068
24	24	255	286.333	869.083	20.142	7.149	4.275	91.816
25	40	255	480.675	865.800	23.556	8.852	5.753	53.134
26	105	255	737.805	863.890	38.385	13.184	10.140	151.875
27	23	255	166.022	864.978	16.971	5.818	5.033	36.142
28	33	255	499.500	863.318	20.485	7.620	5.514	90.000
29	36	255	111.667	862.861	21.899	7.756	5.910	15.996
30	23	255	378.457	857.152	18.142	6.603	4.435	116.099
31	48	255	485.479	856.250	27.213	10.358	5.900	130.402
32	41	255	343.085	853.671	23.556	8.947	5.835	96.727
33	23	255	9.109	855.065	17.071	6.634	4.414	173.839
34	48	255	298.958	849.938	26.142	10.370	5.894	76.855
35	48	255	568.500	849.167	24.971	8.817	6.931	117.280
36	28	255	461.357	848.393	24.142	6.907	5.161	171.244
37	20	255	55.950	846.800	17.556	5.683	4.481	50.539
38	72	255	318.139	845.319	31.213	10.794	8.493	172.996
39	25	255	520.940	847.620	21.556	7.995	3.982	16.938
40	39	255	611.346	845.936	22.142	8.071	6.153	3.894
