 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	70	255	409.557	898.471	30.142	9.864	9.036	56.085
2	37	255	640.932	897.689	22.971	8.044	5.857	5.526
3	31	255	687.532	886.306	20.971	7.025	5.619	22.641
4	51	255	49.363	874.461	26.971	8.805	7.375	161.577
5	71	255	1036.430	864.486	32.042	11.041	8.187	11.539
6	1	255	634.500	863.500	2.828	1.128	1.128	0.000
7	23	255	635.891	859.587	16.728	6.569	4.458	146.694
8	27	255	4.611	854.870	20.728	6.379	5.389	118.727
9	56	255	287.446	853.589	27.799	10.513	6.782	105.912
10	25	255	1120.700	853.460	18.142	6.764	4.706	28.501
11	41	255	355.744	850.305	27.213	9.351	5.583	154.250
12	66	255	1084.773	839.864	30.042	9.244	9.091	2.199
13	42	255	694.976	835.167	27.556	8.665	6.171	162.614
14	51	255	770.539	832.186	25.314	8.785	7.392	111.862
15	37	255	223.581	829.527	22.728	8.759	5.378	84.987
16	2	255	291.500	829.000	4.828	2.257	1.128	90.000
17	34	255	290.235	824.882	22.385	7.194	6.018	23.776
18	61	255	677.467	822.205	28.971	11.294	6.877	77.753
19	36	255	1101.917	819.722	26.385	7.214	6.353	71.401
20	52	255	746.865	815.231	32.627	8.543	7.750	128.734
21	41	255	726.939	815.768	29.799	8.841	5.905	149.751
22	52	255	656.481	803.558	26.142	9.795	6.760	18.090
23	31	255	1074.242	799.081	19.899	6.584	5.995	65.206
24	60	255	1186.500	783.283	31.213	11.079	6.895	143.351
25	39	255	292.500	779.064	22.385	7.430	6.683	128.933
26	55	255	426.645	775.609	30.385	9.967	7.026	106.514
27	81	255	1120.068	767.364	34.627	11.354	9.083	64.260
28	72	255	768.319	755.014	30.385	10.019	9.150	105.300
29	45	255	1136.122	729.056	27.799	9.156	6.257	128.133
30	41	255	34.329	706.915	22.385	7.757	6.730	96.062
31	37	255	266.986	698.581	23.799	8.874	5.309	36.924
32	24	255	1013.875	696.875	19.556	7.074	4.320	129.426
33	2	255	1015.000	700.500	4.243	2.257	1.128	0.000
34	46	255	58.391	694.696	24.385	8.363	7.003	68.433
35	49	255	1170.582	688.684	25.799	9.416	6.626	145.852
36	56	255	648.143	683.839	28.385	11.328	6.294	61.593
37	64	255	977.688	668.531	28.971	10.354	7.870	51.318
38	45	255	448.078	653.989	29.213	10.794	5.308	175.323
39	54	255	103.444	650.259	27.556	10.110	6.801	68.184
40	66	255	80.879	640.864	29.213	9.449	8.894	104.067
41	39	255	370.603	643.013	22.142	7.793	6.372	2.235
42	71	255	991.951	640.077	31.799	11.122	8.128	81.492
43	28	255	150.464	642.500	21.556	7.965	4.476	178.027
44	37	255	300.419	641.662	22.142	8.341	5.648	20.111
45	45	255	157.989	629.989	24.385	7.960	7.198	134.998
46	49	255	951.173	625.684	28.627	10.115	6.168	98.005
47	2	255	955.500	624.000	4.828	2.257	1.128	90.000
48	23	255	136.196	610.065	17.314	7.153	4.094	175.514
49	38	255	584.026	602.605	26.971	7.896	6.127	102.616
50	1	255	587.500	607.500	2.828	1.128	1.128	0.000
51	55	255	1017.282	603.027	26.142	8.526	8.214	109.187
52	42	255	972.190	594.643	23.556	8.426	6.346	21.984
53	25	255	520.820	587.180	22.142	6.731	4.729	148.008
54	40	255	260.575	584.300	22.142	7.295	6.982	125.723
55	77	255	1157.578	580.708	32.627	10.992	8.919	62.413
56	37	255	235.635	574.797	21.556	7.309	6.445	24.257
57	29	255	1.500	555.983	23.314	10.402	3.550	90.309
58	62	255	1089.419	556.258	28.385	9.138	8.639	28.489
59	47	255	1027.245	551.755	24.385	8.248	7.255	45.002
