 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	12	255	384.917	902.083	15.657	7.184	2.127	175.636
2	1	255	153.500	770.500	2.828	1.128	1.128	0.000
3	60	255	669.867	753.350	31.213	10.225	7.471	156.017
4	73	255	914.815	662.253	31.213	10.645	8.732	159.095
5	54	255	783.222	581.537	32.627	9.571	7.183	57.516
6	203	255	129.155	495.293	61.841	22.396	11.541	61.057
7	60	255	121.767	501.350	30.042	10.350	7.381	53.816
8	86	255	189.593	439.907	35.213	11.933	9.176	33.014
9	68	255	38.926	323.529	38.870	11.294	7.666	79.550
10	98	255	896.112	182.327	36.042	12.861	9.702	73.282
11	55	255	734.973	135.027	28.385	9.961	7.030	93.113
12	92	255	1055.413	4.696	36.870	11.881	9.859	135.954
