 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	60	255	77.667	898.850	28.728	9.578	7.976	89.738
2	41	255	677.329	900.037	23.314	8.394	6.219	4.590
3	81	255	871.290	887.710	32.627	12.331	8.364	158.710
4	76	255	1109.355	846.500	33.213	11.125	8.698	97.953
5	104	255	313.558	839.654	37.213	13.719	9.652	163.316
6	64	255	17.891	835.938	28.385	10.054	8.105	101.431
7	59	255	462.534	833.941	26.971	9.232	8.137	5.797
8	75	255	702.260	830.247	33.799	11.938	7.999	111.889
9	93	255	790.586	829.737	34.627	11.831	10.008	146.378
10	59	255	1146.602	829.686	28.627	10.117	7.425	104.625
11	65	255	532.777	819.915	28.971	10.524	7.864	18.449
12	70	255	444.414	807.771	29.799	10.980	8.117	175.642
13	85	255	29.006	803.347	33.799	12.412	8.720	161.829
14	71	255	557.796	801.796	30.385	10.314	8.764	152.866
15	61	255	420.549	797.549	27.799	9.698	8.009	45.001
16	68	255	426.750	789.559	29.799	10.059	8.607	14.268
17	122	255	238.516	780.344	40.870	12.633	12.296	41.504
18	64	255	281.469	780.625	28.385	9.166	8.890	154.925
19	58	255	331.793	777.948	27.799	9.368	7.883	163.626
20	46	255	3.087	766.848	26.385	8.984	6.519	64.767
21	35	255	911.357	754.214	21.899	7.755	5.746	12.704
22	92	255	132.674	743.359	35.799	12.062	9.711	71.138
23	64	255	1085.484	742.344	28.385	9.355	8.711	164.526
24	54	255	230.426	741.852	27.213	9.389	7.323	47.073
25	93	255	1208.349	740.403	36.042	12.814	9.241	53.151
26	64	255	350.203	736.172	30.042	10.719	7.602	124.942
27	52	255	269.212	728.788	25.556	8.224	8.051	134.989
28	128	255	263.109	722.633	50.527	19.224	8.478	138.995
29	53	255	228.708	718.255	32.627	9.335	7.229	128.429
30	86	255	685.384	715.326	34.042	12.071	9.072	128.691
31	93	255	295.898	708.565	34.627	11.641	10.172	129.587
32	78	255	472.846	700.821	33.213	12.087	8.217	71.819
33	144	255	8.972	699.299	48.870	17.283	10.609	177.041
34	59	255	255.754	698.771	27.799	10.265	7.319	168.240
35	44	255	8.182	690.000	24.728	9.219	6.077	159.638
36	86	255	183.081	686.174	32.971	10.929	10.019	133.353
37	65	255	804.531	680.638	39.698	10.465	7.908	88.250
38	74	255	659.108	677.919	30.728	10.851	8.683	7.003
39	48	255	440.417	671.167	24.971	9.032	6.766	122.957
40	62	255	795.145	670.484	27.799	9.061	8.712	100.458
41	64	255	38.109	660.766	28.971	10.341	7.880	70.832
42	92	255	160.467	649.554	34.627	11.943	9.808	133.321
43	54	255	366.000	631.815	26.385	8.758	7.850	26.079
44	50	255	96.120	628.680	24.971	8.294	7.676	139.019
45	140	255	67.893	622.814	54.527	21.286	8.374	5.214
46	79	255	381.943	621.032	31.799	10.398	9.674	140.492
47	53	255	826.481	620.651	25.213	8.797	7.671	176.472
48	88	255	433.511	617.682	34.870	12.390	9.044	152.300
49	80	255	68.112	613.300	32.627	10.497	9.704	115.148
50	26	255	77.846	616.308	20.385	6.521	5.077	158.384
51	88	255	597.102	610.239	34.042	12.090	9.267	42.608
52	63	255	379.706	610.849	28.385	9.837	8.154	162.682
53	45	255	824.856	611.322	24.971	8.049	7.119	165.193
54	12	255	60.750	610.917	13.899	5.378	2.841	130.899
55	62	255	604.161	602.806	28.385	9.879	7.991	71.236
56	251	255	8.743	596.492	64.426	18.860	16.945	55.341
57	64	255	1166.859	593.078	28.971	9.955	8.186	91.878
