 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	15	255	530.967	902.233	27.899	11.806	1.618	177.684
2	5	255	1055.700	902.100	7.657	3.144	2.025	161.565
3	82	255	828.841	894.500	33.213	12.131	8.606	73.470
4	49	255	680.357	894.663	26.971	8.124	7.679	50.947
5	69	255	87.341	860.993	30.385	10.817	8.122	61.217
6	73	255	1114.568	834.199	30.627	11.049	8.412	65.600
7	103	255	316.296	833.898	36.627	13.245	9.901	162.464
8	66	255	19.818	830.697	29.556	10.306	8.154	101.319
9	58	255	465.741	828.707	26.385	9.156	8.066	177.604
10	75	255	705.140	824.180	33.799	12.031	7.937	106.274
11	93	255	794.608	824.253	34.385	12.023	9.849	151.129
12	70	255	435.143	808.329	29.799	10.789	8.261	148.622
13	59	255	1129.364	807.195	27.556	9.489	7.916	158.195
14	88	255	32.898	798.523	33.799	12.468	8.987	169.873
15	60	255	423.917	791.867	27.799	9.756	7.830	58.187
16	65	255	562.777	789.162	29.799	10.205	8.110	115.094
17	68	255	429.941	783.882	30.385	10.333	8.379	11.773
18	66	255	284.697	774.727	28.627	9.668	8.692	119.254
19	65	255	554.162	774.869	29.213	10.386	7.968	116.406
20	56	255	325.071	767.375	26.385	9.156	7.787	68.585
21	57	255	7.044	758.956	27.799	9.979	7.273	27.754
22	121	255	269.054	747.012	39.456	12.794	12.041	130.093
23	38	255	914.447	748.026	24.971	7.916	6.112	13.631
24	88	255	137.000	740.182	33.213	10.953	10.230	90.000
25	92	255	1211.370	734.783	35.456	13.297	8.810	51.417
26	53	255	233.557	735.745	27.213	9.501	7.103	55.581
27	65	255	354.269	730.654	29.799	10.332	8.010	101.112
28	60	255	1093.250	730.900	27.556	9.147	8.352	22.940
29	55	255	243.773	706.373	27.556	9.371	7.473	74.627
30	137	255	251.573	701.646	48.284	19.245	9.064	65.702
31	92	255	298.837	703.033	36.042	11.865	9.872	124.567
32	74	255	477.230	701.568	30.971	11.521	8.178	101.976
33	59	255	21.822	693.076	34.627	10.468	7.176	121.659
34	57	255	224.202	689.342	28.385	9.849	7.369	120.261
35	81	255	684.660	686.636	32.627	11.222	9.190	110.873
36	43	255	802.872	682.105	27.799	9.813	5.579	86.053
37	64	255	811.734	679.406	28.385	9.340	8.724	48.784
38	88	255	174.761	673.523	34.042	10.965	10.218	40.095
39	59	255	222.754	675.669	28.142	10.355	7.255	167.760
40	50	255	445.000	667.000	24.971	9.429	6.752	134.999
41	77	255	626.747	664.942	31.799	11.285	8.687	135.150
42	214	255	9.425	657.706	59.355	17.006	16.022	139.612
43	67	255	48.918	658.381	29.799	10.905	7.823	104.528
44	91	255	163.742	643.566	34.042	11.657	9.940	136.489
45	54	255	367.981	626.778	26.142	8.589	8.005	27.956
46	52	255	99.019	622.788	24.971	8.670	7.636	136.189
