 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	66	255	809.591	874.470	29.799	10.617	7.915	35.087
2	98	255	294.857	828.133	35.799	12.645	9.867	68.683
3	87	255	303.328	803.937	33.213	11.704	9.464	91.414
4	70	255	360.157	779.329	30.385	11.212	7.949	107.658
5	86	255	25.884	742.779	33.213	11.503	9.519	52.027
6	99	255	272.338	677.419	35.799	11.610	10.857	138.828
7	58	255	709.517	674.793	26.971	9.174	8.050	13.977
8	47	255	268.309	665.883	26.971	9.586	6.242	171.478
9	106	255	803.774	601.425	37.799	13.688	9.860	75.861
10	84	255	529.762	602.333	33.799	11.486	9.311	32.153
11	70	255	815.214	530.271	30.385	10.096	8.828	73.867
12	88	255	136.773	438.455	33.799	12.241	9.153	122.733
13	73	255	331.089	439.075	30.971	11.002	8.448	173.281
14	69	255	1108.036	434.442	29.799	9.883	8.889	155.433
15	196	255	974.918	345.102	61.355	17.402	14.341	118.103
16	45	255	1103.256	270.389	27.213	9.187	6.236	94.209
17	205	255	1012.017	253.822	63.255	17.431	14.974	69.325
18	49	255	679.439	184.929	29.213	9.313	6.699	97.848
19	196	255	190.505	175.143	79.255	18.366	13.588	14.350
20	72	255	718.069	157.681	30.627	10.969	8.358	36.026
21	106	255	154.453	123.179	37.213	12.792	10.551	52.665
22	2	255	1044.500	126.000	4.828	2.257	1.128	90.000
23	88	255	1091.205	65.909	33.799	11.099	10.095	167.322
24	184	255	56.174	18.386	57.841	15.978	14.663	164.971
