 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	319	255	315.710	893.052	68.184	20.889	19.444	155.953
2	25	255	891.460	901.540	24.728	10.614	2.999	178.242
3	65	255	23.346	893.869	30.385	10.354	7.993	28.190
4	143	255	266.003	881.773	47.456	17.974	10.130	22.042
5	82	255	945.366	877.585	33.556	11.812	8.839	98.355
6	92	255	675.946	874.728	34.627	12.254	9.559	10.735
7	70	255	15.300	870.814	29.799	10.183	8.753	118.467
8	46	255	267.891	872.261	26.385	9.308	6.293	18.618
9	32	255	2.125	866.844	20.728	7.976	5.109	93.486
10	66	255	5.015	859.515	32.971	10.930	7.688	16.783
11	84	255	610.595	839.583	32.627	11.775	9.083	152.424
12	68	255	1129.824	830.324	29.799	9.668	8.955	166.389
13	4	255	1.250	802.750	7.657	3.192	1.596	161.565
14	76	255	1211.947	782.632	31.556	11.361	8.517	90.942
15	80	255	283.587	753.000	32.042	10.949	9.303	146.904
16	114	255	893.518	752.684	38.042	13.305	10.909	159.743
17	76	255	377.947	752.197	31.213	11.602	8.340	137.637
18	47	255	830.479	751.713	25.213	8.359	7.159	60.411
19	78	255	363.590	743.474	31.799	11.090	8.955	68.770
20	90	255	832.778	742.544	38.870	14.110	8.122	39.320
21	73	255	779.952	735.774	31.556	10.672	8.710	4.835
22	73	255	773.103	726.062	31.799	11.390	8.161	99.335
23	71	255	56.951	726.049	30.627	11.056	8.177	130.403
24	116	255	783.078	724.845	39.799	13.295	11.109	113.029
25	201	255	926.794	716.157	57.698	22.511	11.369	87.140
26	70	255	936.457	715.186	31.556	10.694	8.334	86.633
27	30	255	1.700	714.000	23.314	9.209	4.148	90.000
28	285	255	105.960	693.346	64.184	19.323	18.779	82.848
29	72	255	349.792	671.597	29.799	10.084	9.091	1.295
30	106	255	3.330	666.311	43.799	18.225	7.405	92.372
31	2	255	457.000	672.500	4.243	2.257	1.128	0.000
32	96	255	121.802	665.146	35.799	11.676	10.468	95.916
33	72	255	111.694	664.583	31.213	10.024	9.145	62.392
34	87	255	1028.615	655.328	33.799	11.669	9.493	106.297
35	70	255	117.929	655.429	30.385	10.223	8.718	172.854
36	88	255	69.625	640.648	33.799	11.210	9.996	80.103
37	77	255	80.188	635.851	31.213	10.459	9.373	129.779
38	100	255	173.160	628.980	36.627	13.413	9.493	108.394
39	244	255	108.877	624.291	64.527	24.474	12.694	102.253
40	58	255	119.190	624.586	28.142	9.877	7.477	93.088
41	80	255	421.275	615.550	34.385	12.463	8.173	105.737
42	54	255	65.426	617.463	26.142	9.368	7.340	13.242
43	151	255	69.308	609.864	50.527	19.877	9.673	24.608
44	2	255	56.500	615.000	4.828	2.257	1.128	90.000
45	153	255	118.513	591.840	51.355	19.061	10.220	90.795
46	35	255	127.157	591.329	21.556	8.067	5.524	115.383
