 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	76	255	207.671	873.816	32.627	12.197	7.933	75.299
2	110	255	164.409	824.345	38.870	12.901	10.856	35.964
3	53	255	706.708	801.972	26.385	8.789	7.678	37.709
4	204	255	197.098	770.000	62.426	16.467	15.774	39.860
5	77	255	537.656	708.058	32.627	11.602	8.450	34.707
6	31	255	1222.048	660.403	21.899	9.230	4.277	81.128
7	84	255	219.381	534.381	34.627	12.590	8.495	69.366
8	54	255	468.519	466.889	32.042	8.574	8.019	136.767
9	31	255	998.726	410.887	26.385	8.283	4.765	125.753
10	38	255	923.763	402.816	22.385	7.301	6.627	85.419
11	69	255	26.051	388.268	30.627	11.893	7.387	46.890
12	95	255	469.563	333.005	35.799	11.757	10.288	17.257
13	36	255	35.111	243.528	21.314	7.274	6.302	89.268
14	78	255	327.103	242.038	31.799	11.020	9.012	125.805
15	31	255	728.177	63.081	21.556	8.300	4.755	145.436
16	80	255	169.738	27.575	32.627	11.154	9.132	53.523
17	90	255	610.411	18.411	34.971	12.013	9.539	23.204
