 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	82	255	569.232	841.024	36.042	10.828	9.642	132.704
2	86	255	315.651	815.756	33.799	12.435	8.806	170.238
3	76	255	381.132	808.355	33.456	10.819	8.944	36.034
4	83	255	581.404	736.970	35.456	10.984	9.621	108.344
5	29	255	158.983	680.121	19.556	6.894	5.356	125.429
6	79	255	94.437	628.589	31.799	11.290	8.909	68.583
7	61	255	982.926	610.828	37.456	10.679	7.273	117.023
8	67	255	464.470	611.187	31.799	9.440	9.037	64.804
9	86	255	251.407	608.163	41.456	13.218	8.284	138.278
10	36	255	179.167	607.917	26.385	9.531	4.809	129.157
11	74	255	613.838	559.189	36.042	11.688	8.061	110.598
12	196	255	29.816	513.163	61.598	17.393	14.348	102.650
13	54	255	919.444	491.370	26.385	9.213	7.463	111.596
14	70	255	201.471	477.657	37.456	10.038	8.879	104.622
15	42	255	113.667	438.810	26.385	8.611	6.210	140.123
16	70	255	628.529	428.343	35.799	11.682	7.630	172.743
17	1	255	632.500	432.500	2.828	1.128	1.128	0.000
18	51	255	110.363	420.794	32.627	10.442	6.218	142.124
19	43	255	731.965	380.919	31.456	8.138	6.727	78.745
20	62	255	665.548	354.355	32.385	10.123	7.798	120.663
21	1	255	671.500	354.500	2.828	1.128	1.128	0.000
22	84	255	163.024	341.036	39.456	10.625	10.066	147.691
23	72	255	1005.167	311.014	40.627	11.453	8.004	118.359
24	56	255	1187.161	281.875	32.627	9.946	7.169	140.014
25	2	255	837.000	278.500	4.243	2.257	1.128	0.000
26	27	255	62.352	266.685	25.799	7.937	4.331	149.392
27	28	255	55.321	264.786	21.799	6.978	5.109	132.812
28	94	255	241.777	254.447	41.698	11.145	10.739	140.956
29	12	255	852.667	254.000	14.485	6.619	2.308	104.305
30	65	255	840.915	223.485	35.456	9.735	8.501	79.219
31	81	255	96.611	209.611	36.042	10.939	9.428	114.006
32	46	255	455.391	160.739	24.142	8.154	7.183	88.442
33	46	255	509.196	148.304	30.870	10.668	5.490	132.210
34	79	255	143.411	117.753	45.941	10.148	9.912	43.501
35	19	255	400.605	0.921	15.071	5.550	4.359	12.821
