 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	18	255	154.944	901.611	17.071	7.099	3.228	172.918
2	19	255	195.132	901.658	18.485	7.415	3.262	177.145
3	356	255	40.548	876.320	76.912	21.994	20.609	137.331
4	243	255	75.451	865.907	61.841	18.883	16.385	150.590
5	81	255	117.475	856.636	33.799	11.469	8.993	95.692
6	81	255	793.932	855.191	33.213	11.342	9.093	62.878
7	99	255	282.106	849.379	36.870	11.527	10.936	39.151
8	67	255	316.321	844.664	29.799	9.806	8.699	170.625
9	53	255	288.198	841.764	26.971	9.054	7.454	42.829
10	48	255	176.188	842.000	25.556	8.120	7.527	66.576
11	66	255	275.879	841.303	28.627	10.507	7.998	144.456
12	64	255	137.000	837.000	28.385	10.047	8.111	102.922
13	103	255	309.510	834.830	37.799	12.725	10.306	38.980
14	58	255	170.276	834.862	26.971	9.412	7.846	19.793
15	62	255	319.790	833.000	28.971	9.608	8.216	102.666
16	211	255	290.860	816.908	57.841	23.323	11.519	133.791
17	69	255	283.514	810.268	31.213	11.053	7.949	135.074
18	185	255	327.781	773.154	56.184	16.481	14.292	103.610
19	82	255	245.085	772.183	31.799	10.692	9.765	149.684
20	93	255	477.328	769.306	35.799	12.307	9.621	107.625
21	82	255	239.829	762.744	31.799	10.617	9.834	140.910
22	61	255	263.303	762.270	29.799	10.560	7.355	72.830
23	82	255	251.085	762.183	31.799	10.692	9.765	149.684
24	95	255	875.468	754.826	34.627	11.760	10.285	39.975
25	42	255	296.786	749.286	23.556	8.851	6.042	123.502
26	102	255	288.853	745.225	39.698	14.755	8.802	139.421
27	76	255	425.763	734.947	30.971	10.773	8.982	65.588
28	69	255	840.906	729.442	30.385	11.381	7.720	69.883
29	68	255	303.882	726.971	29.556	10.204	8.485	7.872
30	94	255	245.500	717.287	34.627	11.998	9.975	41.922
31	83	255	614.801	710.416	33.213	11.367	9.297	125.821
32	86	255	409.721	709.070	33.799	12.116	9.038	174.054
33	84	255	603.690	703.095	32.870	11.032	9.695	138.626
34	43	255	1065.407	684.035	23.556	8.150	6.717	88.895
35	67	255	403.500	674.575	28.971	9.723	8.773	142.530
36	66	255	280.424	670.348	29.556	9.580	8.771	59.364
37	70	255	423.029	669.729	30.385	11.076	8.046	103.528
38	70	255	658.886	647.943	30.385	10.283	8.668	84.024
39	87	255	87.615	635.443	33.799	12.288	9.015	70.178
40	70	255	8.000	625.500	29.799	11.006	8.098	103.570
41	78	255	1013.538	618.654	31.799	11.084	8.960	111.500
42	59	255	150.822	616.415	27.213	8.873	8.466	23.199
43	63	255	160.040	613.659	28.142	9.426	8.510	81.492
44	58	255	623.138	609.690	26.971	9.399	7.857	168.066
45	89	255	69.354	598.500	34.971	12.193	9.293	10.170
46	85	255	528.524	598.053	33.799	11.179	9.681	135.160
