 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	1	255	1164.500	902.500	2.828	1.128	1.128	0.000
2	1	255	1178.500	902.500	2.828	1.128	1.128	0.000
3	2	255	1182.000	902.500	4.243	2.257	1.128	0.000
4	32	255	1196.875	900.438	48.184	9.887	4.121	5.348
5	2	255	1205.000	902.500	4.243	2.257	1.128	0.000
6	206	255	1215.922	895.291	98.569	18.352	14.292	43.133
7	1	255	1167.500	901.500	2.828	1.128	1.128	0.000
8	4	255	1205.000	898.500	7.657	3.216	1.583	121.717
9	3	255	1208.167	899.167	5.657	2.365	1.615	135.000
10	1	255	1160.500	898.500	2.828	1.128	1.128	0.000
11	2	255	1196.000	896.000	5.657	2.596	0.981	45.000
12	1	255	1176.500	895.500	2.828	1.128	1.128	0.000
13	2	255	1187.000	895.500	4.243	2.257	1.128	0.000
14	1	255	1199.500	895.500	2.828	1.128	1.128	0.000
15	3	255	1192.500	893.833	7.071	3.213	1.189	151.845
16	2	255	1199.000	893.500	4.243	2.257	1.128	0.000
17	15	255	1203.567	890.167	24.142	6.043	3.161	93.983
18	5	255	1199.300	890.500	9.899	4.356	1.462	154.330
19	6	255	1223.000	888.500	7.657	3.385	2.257	90.000
20	2	255	1196.000	888.500	4.243	2.257	1.128	0.000
21	3	255	1191.833	886.500	7.657	3.213	1.189	61.845
22	35	255	1220.300	883.271	40.284	8.526	5.227	145.923
23	13	255	1205.731	884.346	24.385	5.565	2.974	160.558
24	47	255	1216.138	877.798	47.113	9.430	6.346	138.053
25	2	255	1187.500	882.000	4.828	2.257	1.128	90.000
26	1	255	1200.500	881.500	2.828	1.128	1.128	0.000
27	4	255	1207.750	879.750	7.657	3.192	1.596	18.435
28	3	255	1183.833	878.500	7.657	3.213	1.189	61.845
29	3	255	1189.833	878.833	5.657	2.365	1.615	135.000
30	3	255	1195.500	879.500	6.243	3.385	1.128	0.000
31	2	255	1205.500	877.000	4.828	2.257	1.128	90.000
32	1	255	1207.500	877.500	2.828	1.128	1.128	0.000
33	1	255	1179.500	876.500	2.828	1.128	1.128	0.000
34	1	255	1192.500	876.500	2.828	1.128	1.128	0.000
35	4	255	1200.000	876.000	5.657	2.257	2.257	0.000
36	3	255	1210.167	874.833	5.657	2.365	1.615	45.000
37	3	255	1207.167	874.167	5.657	2.365	1.615	135.000
38	6	255	1222.000	873.833	9.071	3.718	2.055	0.000
39	1	255	1176.500	871.500	2.828	1.128	1.128	0.000
40	1	255	1180.500	871.500	2.828	1.128	1.128	0.000
41	2	255	1195.000	870.500	4.243	2.257	1.128	0.000
42	3	255	1200.833	870.167	5.657	2.365	1.615	45.000
43	5	255	1218.100	869.300	7.657	3.144	2.025	71.565
44	10	255	1222.300	868.800	14.728	5.201	2.448	63.004
45	2	255	1215.500	869.000	4.828	2.257	1.128	90.000
46	2	255	1212.000	868.500	4.243	2.257	1.128	0.000
47	4	255	1217.000	865.000	5.657	2.257	2.257	0.000
48	3	255	1204.500	863.500	6.243	3.385	1.128	0.000
49	5	255	1211.900	862.300	11.071	4.072	1.563	121.717
50	7	255	1222.357	862.071	13.314	4.336	2.056	127.628
51	1	255	1214.500	862.500	2.828	1.128	1.128	0.000
52	2	255	1218.500	862.000	4.828	2.257	1.128	90.000
53	1	255	1216.500	859.500	2.828	1.128	1.128	0.000
54	1	255	1183.500	858.500	2.828	1.128	1.128	0.000
55	2	255	1209.500	858.000	4.828	2.257	1.128	90.000
56	4	255	1222.500	857.750	7.071	2.734	1.863	0.000
57	3	255	1200.167	856.500	7.657	3.213	1.189	118.155
58	4	255	1205.000	857.000	5.657	2.257	2.257	0.000
59	2	255	1213.500	856.000	4.828	2.257	1.128	90.000
60	2	255	1217.000	856.500	4.243	2.257	1.128	0.000
61	1	255	1219.500	856.500	2.828	1.128	1.128	0.000
62	1	255	1223.500	855.500	2.828	1.128	1.128	0.000
63	1	255	1205.500	854.500	2.828	1.128	1.128	0.000
64	1	255	1221.500	854.500	2.828	1.128	1.128	0.000
65	2	255	1207.000	849.500	4.243	2.257	1.128	0.000
66	2	255	1204.000	848.000	5.657	2.596	0.981	135.000
67	1	255	1211.500	847.500	2.828	1.128	1.128	0.000
68	5	255	1217.900	846.700	9.899	3.713	1.715	32.612
69	1	255	1194.500	846.500	2.828	1.128	1.128	0.000
70	1	255	1223.500	844.500	2.828	1.128	1.128	0.000
71	1	255	1204.500	843.500	2.828	1.128	1.128	0.000
72	3	255	1217.833	843.167	5.657	2.365	1.615	45.000
73	1	255	1221.500	841.500	2.828	1.128	1.128	0.000
74	1	255	1204.500	840.500	2.828	1.128	1.128	0.000
75	1	255	1198.500	839.500	2.828	1.128	1.128	0.000
76	3	255	1214.500	838.833	7.071	3.213	1.189	28.155
77	1	255	1217.500	839.500	2.828	1.128	1.128	0.000
78	1	255	1175.500	838.500	2.828	1.128	1.128	0.000
79	1	255	1203.500	838.500	2.828	1.128	1.128	0.000
80	1	255	1217.500	837.500	2.828	1.128	1.128	0.000
81	1	255	1219.500	837.500	2.828	1.128	1.128	0.000
82	1	255	1215.500	834.500	2.828	1.128	1.128	0.000
83	1	255	1218.500	834.500	2.828	1.128	1.128	0.000
84	1	255	1221.500	834.500	2.828	1.128	1.128	0.000
85	1	255	1213.500	831.500	2.828	1.128	1.128	0.000
86	1	255	1217.500	831.500	2.828	1.128	1.128	0.000
87	2	255	1223.000	831.500	4.243	2.257	1.128	0.000
88	1	255	1193.500	830.500	2.828	1.128	1.128	0.000
89	2	255	1210.000	830.500	4.243	2.257	1.128	0.000
90	1	255	1220.500	830.500	2.828	1.128	1.128	0.000
91	1	255	1215.500	826.500	2.828	1.128	1.128	0.000
92	1	255	1223.500	824.500	2.828	1.128	1.128	0.000
93	1	255	1209.500	822.500	2.828	1.128	1.128	0.000
94	1	255	1223.500	821.500	2.828	1.128	1.128	0.000
95	2	255	1209.000	819.500	4.243	2.257	1.128	0.000
96	3	255	1212.833	817.833	5.657	2.365	1.615	135.000
97	1	255	1222.500	818.500	2.828	1.128	1.128	0.000
98	2	255	1201.500	817.000	4.828	2.257	1.128	90.000
99	41	255	1132.451	758.378	24.385	8.504	6.139	44.537
100	9	255	758.611	730.389	11.071	3.923	2.921	101.981
