 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	27	255	316.685	901.537	22.728	9.724	3.535	1.823
2	73	255	442.925	882.116	30.385	11.296	8.228	104.255
3	84	255	472.440	880.536	32.971	11.821	9.048	155.795
4	76	255	1082.579	879.368	32.385	11.556	8.374	101.765
5	89	255	1104.466	857.702	33.799	11.087	10.221	158.618
6	86	255	1100.570	848.488	34.971	12.236	8.949	177.390
7	66	255	419.682	834.894	30.042	10.853	7.743	134.301
8	77	255	44.006	825.058	31.213	10.714	9.151	151.932
9	92	255	970.489	777.446	34.042	12.474	9.390	133.259
10	50	255	147.720	768.360	25.556	8.632	7.375	165.668
11	81	255	690.846	716.302	32.627	11.971	8.615	121.209
12	245	255	291.145	705.908	65.598	18.965	16.449	113.643
13	90	255	36.956	707.244	34.385	12.557	9.126	166.209
14	69	255	499.399	688.283	28.971	9.697	9.060	29.717
15	42	255	94.167	682.929	23.799	7.954	6.723	25.375
16	54	255	97.130	675.093	27.213	8.884	7.739	40.013
17	90	255	17.111	660.800	34.627	12.009	9.542	17.841
18	93	255	169.919	659.973	36.284	12.369	9.573	139.236
19	205	255	1039.734	573.983	58.770	21.403	12.195	169.161
20	66	255	1039.106	564.152	29.213	9.435	8.907	178.511
21	60	255	1124.467	563.400	38.042	10.324	7.399	1.645
22	95	255	92.647	534.647	35.213	12.395	9.759	78.837
23	91	255	382.863	526.599	34.385	12.518	9.256	9.117
24	96	255	884.865	510.740	39.456	11.832	10.330	41.562
25	91	255	896.467	510.126	38.627	12.370	9.366	44.884
26	78	255	814.628	510.026	31.799	11.315	8.777	50.123
27	70	255	269.786	469.414	30.385	9.801	9.094	164.480
28	58	255	129.155	443.655	28.385	9.759	7.568	81.027
29	68	255	973.103	442.456	29.213	10.353	8.363	152.810
30	43	255	1006.058	436.058	23.314	8.566	6.392	175.865
31	61	255	601.303	432.615	27.799	9.165	8.474	18.761
32	67	255	673.172	432.410	30.385	10.453	8.161	35.887
33	37	255	1002.122	427.986	27.213	8.460	5.568	37.346
34	33	255	1037.076	406.985	23.556	7.562	5.556	39.568
35	3	255	669.833	406.167	5.657	2.365	1.615	45.000
36	44	255	673.659	401.886	25.556	8.251	6.790	83.434
37	73	255	1058.870	395.733	30.385	10.367	8.966	13.167
38	79	255	714.968	388.525	34.627	11.905	8.449	51.730
39	67	255	722.201	381.157	30.971	10.012	8.520	69.969
40	52	255	1129.288	299.885	36.042	9.213	7.186	57.749
41	108	255	730.259	290.056	37.213	12.590	10.922	109.629
42	51	255	438.225	285.127	29.213	8.612	7.540	68.237
43	98	255	254.684	282.582	35.799	11.290	11.052	62.289
44	97	255	348.613	270.521	36.042	12.046	10.253	151.796
45	76	255	154.789	265.618	31.213	10.547	9.175	14.455
46	92	255	1128.772	249.772	35.213	11.413	10.263	50.562
47	67	255	449.963	227.306	30.385	11.188	7.625	78.130
48	73	255	458.747	224.856	30.627	9.996	9.299	31.210
49	54	255	634.519	217.167	26.142	9.167	7.501	87.394
50	68	255	643.279	217.147	29.799	9.863	8.778	111.752
51	77	255	104.773	183.292	31.799	11.062	8.863	102.632
52	96	255	197.302	180.531	38.042	12.248	9.979	147.449
53	49	255	2.541	173.276	28.142	10.007	6.234	91.274
54	4	255	730.000	158.000	5.657	2.257	2.257	0.000
55	1	255	733.500	158.500	2.828	1.128	1.128	0.000
56	84	255	1178.024	152.488	32.627	10.583	10.106	62.452
57	60	255	138.967	139.433	27.799	9.552	7.998	89.526
58	72	255	1015.375	127.181	40.042	10.524	8.711	72.827
59	1	255	584.500	131.500	2.828	1.128	1.128	0.000
60	61	255	527.877	94.549	26.971	9.383	8.277	111.893
61	53	255	519.123	93.840	39.799	8.654	7.798	102.196
62	83	255	984.861	56.416	34.870	10.571	9.997	136.250
63	70	255	1159.886	36.914	29.556	10.518	8.474	7.702
