 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	80	255	567.587	839.575	36.284	11.049	9.219	118.590
2	87	255	313.948	814.477	33.213	12.389	8.941	164.149
3	78	255	378.474	807.551	33.456	10.781	9.212	33.342
4	82	255	580.012	735.720	34.042	11.091	9.413	111.931
5	1	255	583.500	740.500	2.828	1.128	1.128	0.000
6	26	255	157.385	678.846	17.899	6.787	4.877	119.467
7	78	255	85.218	628.321	31.799	10.911	9.102	93.513
8	65	255	981.223	609.454	36.627	10.302	8.033	120.468
9	64	255	462.719	609.438	29.799	9.434	8.638	81.325
10	88	255	249.659	606.920	40.284	13.555	8.266	139.127
11	35	255	177.386	606.471	24.971	9.068	4.914	132.226
12	76	255	611.987	557.632	36.627	11.499	8.415	111.200
13	195	255	28.305	511.690	61.012	17.254	14.390	100.809
14	53	255	917.802	489.972	26.142	9.044	7.462	123.020
15	71	255	198.810	479.739	35.456	10.107	8.944	94.444
16	1	255	192.500	447.500	2.828	1.128	1.128	0.000
17	42	255	111.690	437.881	28.385	8.108	6.595	138.695
18	72	255	626.847	425.361	34.627	11.602	7.901	176.887
19	52	255	107.500	418.173	31.213	9.733	6.802	128.375
20	42	255	729.357	380.333	30.042	8.569	6.240	86.459
21	57	255	663.868	352.553	30.627	10.553	6.877	117.885
22	1	255	669.500	352.500	2.828	1.128	1.128	0.000
23	87	255	161.443	339.638	42.284	10.753	10.301	143.639
24	67	255	1001.769	309.948	40.042	10.978	7.771	108.829
25	58	255	1172.862	280.466	27.799	9.517	7.760	106.746
26	1	255	835.500	277.500	2.828	1.128	1.128	0.000
27	28	255	60.214	265.321	24.385	7.483	4.764	159.849
28	21	255	53.310	263.548	17.314	6.265	4.268	112.437
29	96	255	241.906	252.031	44.870	11.201	10.912	109.147
30	11	255	850.500	252.773	14.485	6.422	2.181	109.529
31	64	255	839.562	221.500	36.870	9.905	8.227	77.694
32	79	255	94.627	208.525	38.870	10.785	9.326	115.267
33	43	255	453.453	159.453	24.971	7.798	7.021	106.502
34	44	255	507.636	147.023	32.385	10.204	5.490	129.282
35	80	255	141.262	116.750	40.284	10.442	9.754	18.971
36	11	255	399.136	0.409	11.071	4.384	3.195	15.071
