 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	43	255	888.221	900.547	35.799	11.163	4.905	174.410
2	62	255	19.774	890.435	29.213	10.017	7.881	31.126
3	79	255	265.057	878.576	34.385	12.236	8.221	61.232
4	56	255	256.768	876.696	27.556	9.896	7.205	101.728
5	76	255	948.487	872.671	31.799	11.605	8.338	118.204
6	88	255	672.443	870.523	34.142	12.011	9.328	18.518
7	47	255	263.032	868.117	26.971	9.288	6.443	13.256
8	65	255	11.623	864.885	29.213	10.161	8.145	58.692
9	350	255	318.869	855.726	76.669	23.792	18.730	100.432
10	211	255	14.590	846.481	60.184	17.293	15.536	176.148
11	81	255	552.019	841.599	32.627	11.632	8.866	5.723
12	63	255	1126.421	826.516	28.385	9.435	8.502	140.004
13	117	255	1146.662	798.568	39.456	13.150	11.329	35.235
14	77	255	1118.617	797.526	32.385	11.413	8.590	65.918
15	110	255	874.491	774.927	38.385	13.299	10.531	175.528
16	64	255	14.969	770.797	28.971	10.501	7.760	166.652
17	83	255	40.054	744.187	32.971	10.380	10.181	112.342
18	71	255	276.331	743.824	31.556	10.072	8.975	108.805
19	42	255	827.357	745.690	22.728	7.751	6.899	37.487
20	73	255	359.514	740.021	30.971	10.707	8.681	65.076
21	97	255	828.778	736.686	39.698	15.506	7.965	43.729
22	67	255	389.425	732.993	29.213	10.981	7.769	162.673
23	72	255	776.500	732.000	30.971	10.689	8.576	0.000
24	74	255	769.973	722.149	30.385	11.242	8.381	103.009
25	111	255	779.941	721.005	38.385	12.935	10.926	111.966
26	280	255	926.686	712.025	71.598	19.325	18.448	100.476
27	281	255	93.297	700.055	68.426	19.657	18.201	148.618
28	86	255	12.686	690.256	32.971	11.483	9.536	88.226
29	75	255	22.380	683.860	30.385	10.357	9.221	107.890
30	241	255	76.604	673.454	70.426	17.875	17.167	86.516
31	1	255	453.500	675.500	2.828	1.128	1.128	0.000
32	68	255	346.471	667.441	28.385	9.433	9.179	153.435
33	93	255	152.435	651.672	35.799	12.996	9.112	102.274
34	83	255	1024.404	650.849	33.213	11.458	9.223	109.063
35	68	255	51.000	642.176	31.456	9.913	8.734	63.757
36	66	255	55.848	634.273	30.385	10.109	8.313	55.313
37	59	255	46.127	633.636	27.556	10.053	7.473	119.882
38	65	255	145.346	632.592	29.799	10.443	7.925	156.762
39	239	255	140.370	623.805	63.941	25.166	12.092	160.450
40	373	255	20.516	608.307	81.497	21.991	21.596	52.158
41	76	255	342.618	612.934	32.042	12.149	7.965	67.428
42	1	255	71.500	614.500	2.828	1.128	1.128	0.000
43	71	255	79.289	608.514	30.627	10.185	8.876	156.298
44	105	255	77.471	598.252	40.870	14.618	9.146	123.185
45	31	255	68.855	601.306	19.556	7.511	5.255	124.915
46	96	255	106.948	596.958	38.627	14.905	8.200	75.385
47	32	255	116.344	598.125	21.556	7.643	5.331	137.117
48	74	255	198.838	593.568	30.971	11.129	8.466	29.566
49	48	255	112.604	590.042	24.385	8.537	7.159	43.898
50	69	255	63.225	578.268	30.385	10.315	8.517	82.414
51	86	255	1045.186	575.651	33.799	11.455	9.559	117.133
52	107	255	72.304	573.117	40.042	13.908	9.795	117.229
53	76	255	63.921	566.921	31.213	11.112	8.708	135.000
54	70	255	1115.971	551.757	30.142	10.451	8.528	83.402
55	80	255	645.812	548.138	32.627	11.089	9.185	130.415
56	55	255	943.264	546.973	27.213	8.855	7.908	126.813
57	67	255	1178.545	544.201	28.971	9.961	8.564	39.530
58	30	255	267.400	540.333	20.971	7.270	5.254	171.413
59	66	255	75.424	535.121	29.556	10.425	8.061	98.751
60	55	255	264.300	533.464	26.627	9.039	7.747	161.223
61	10	255	272.800	533.100	15.314	5.637	2.259	52.854
62	57	255	105.886	518.921	27.556	9.516	7.627	47.042
63	99	255	389.035	510.480	36.042	12.511	10.075	143.326
64	100	255	934.650	509.990	37.456	12.712	10.016	4.683
65	66	255	685.197	500.682	30.385	11.144	7.541	98.269
66	68	255	886.294	472.176	29.213	10.019	8.642	103.093
67	68	255	305.882	462.926	31.213	10.879	7.958	166.561
68	90	255	970.489	460.089	34.385	12.569	9.117	75.403
69	62	255	179.548	446.419	28.971	10.721	7.363	2.218
70	65	255	175.885	436.208	28.385	10.372	7.979	13.941
71	77	255	20.604	429.929	31.799	10.684	9.176	89.775
72	73	255	341.911	426.199	30.627	10.593	8.774	35.293
73	5	255	200.700	417.900	7.657	3.144	2.025	18.435
74	75	255	965.967	412.553	30.385	10.477	9.114	175.510
75	61	255	1104.844	411.369	30.627	10.389	7.476	151.523
76	68	255	1021.441	406.529	28.971	9.433	9.179	63.435
77	81	255	806.204	403.660	33.213	11.250	9.167	114.010
78	66	255	182.909	397.394	28.728	9.774	8.597	103.881
79	103	255	938.345	381.597	37.456	13.845	9.473	149.209
80	57	255	1211.816	353.746	30.627	8.824	8.224	6.817
81	72	255	400.944	347.764	30.971	11.284	8.124	106.568
82	2	255	541.500	340.000	4.828	2.257	1.128	90.000
83	109	255	833.417	327.977	38.870	13.192	10.520	45.193
84	55	255	510.936	295.845	28.385	8.635	8.110	73.543
85	53	255	515.330	287.953	26.971	9.393	7.184	174.035
86	58	255	810.017	267.017	27.314	8.873	8.323	45.000
87	65	255	812.838	257.823	28.971	10.679	7.750	171.250
88	63	255	1047.516	251.817	28.971	9.227	8.693	173.488
89	61	255	218.303	249.795	28.385	9.010	8.620	54.919
90	73	255	413.226	226.459	31.213	11.011	8.442	113.136
91	65	255	173.962	225.331	29.213	10.167	8.140	146.638
92	71	255	734.697	212.514	30.142	9.775	9.248	59.385
93	67	255	249.201	201.933	29.799	11.115	7.675	122.734
94	26	255	1.385	189.692	22.485	10.054	3.293	91.629
95	57	255	309.167	185.412	27.556	9.493	7.645	100.015
96	98	255	290.551	160.531	37.456	13.874	8.993	38.766
97	94	255	34.266	154.234	35.213	11.688	10.240	172.383
98	81	255	38.006	143.438	32.042	10.262	10.050	6.607
99	77	255	487.838	136.695	31.799	10.922	8.976	163.655
100	84	255	12.976	130.107	33.799	11.681	9.156	134.685
101	67	255	4.515	125.948	30.627	9.874	8.640	126.897
102	64	255	14.141	120.234	28.971	10.093	8.074	18.909
103	62	255	874.548	118.661	27.799	9.527	8.286	148.867
104	121	255	340.393	114.409	39.213	13.554	11.367	15.001
105	41	255	791.305	113.280	24.971	8.545	6.109	70.755
106	118	255	96.475	110.025	40.042	14.346	10.473	172.579
107	71	255	541.894	106.556	30.627	10.269	8.803	41.082
108	71	255	937.120	105.049	30.142	10.625	8.508	86.273
109	47	255	789.138	104.883	24.385	7.878	7.596	158.671
110	86	255	87.035	102.826	33.213	10.863	10.080	164.505
111	78	255	98.949	99.987	32.971	10.794	9.201	2.129
112	92	255	643.141	68.141	35.213	11.878	9.862	110.248
113	68	255	141.162	58.471	29.799	10.826	7.997	98.797
114	15	255	1223.167	57.167	21.657	9.331	2.047	91.061
115	62	255	457.790	48.597	30.042	11.008	7.171	53.614
116	70	255	164.771	42.043	30.385	10.530	8.464	114.255
117	29	255	525.017	40.431	29.456	6.724	5.491	56.793
118	59	255	532.042	34.975	29.799	9.551	7.866	102.679
119	70	255	523.857	30.986	31.213	10.641	8.376	127.081
120	26	255	1.731	23.000	19.314	7.887	4.198	90.000
121	79	255	1152.475	20.766	32.042	10.927	9.205	156.519
122	70	255	165.886	13.729	30.385	11.048	8.067	78.366
123	25	255	1.820	14.100	19.899	7.247	4.393	85.776
124	64	255	1055.266	12.828	28.971	10.559	7.718	44.003
125	16	255	719.938	6.562	15.314	5.246	3.883	100.278
