 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	37	255	320.716	900.257	21.899	7.455	6.319	158.223
2	1	255	326.500	902.500	2.828	1.128	1.128	0.000
3	38	255	321.053	881.553	22.385	8.092	5.979	166.211
4	69	255	670.341	869.094	38.042	14.390	6.105	13.307
5	19	255	678.342	865.184	20.971	6.019	4.019	157.840
6	39	255	672.782	859.115	24.385	8.041	6.175	27.118
7	56	255	916.161	841.768	40.284	10.638	6.702	154.338
8	93	255	880.263	775.124	35.213	11.957	9.903	71.160
9	140	255	532.679	756.307	48.527	14.920	11.947	171.433
10	50	255	1186.900	705.480	28.385	9.046	7.037	3.865
11	121	255	998.260	641.574	49.698	15.776	9.766	95.727
12	91	255	431.742	625.698	42.284	12.151	9.535	4.451
13	106	255	674.255	591.745	38.042	13.988	9.648	28.519
14	83	255	1189.066	519.633	35.213	10.401	10.160	3.759
15	49	255	619.092	515.663	30.627	8.639	7.222	175.171
16	1	255	575.500	507.500	2.828	1.128	1.128	0.000
17	43	255	759.686	490.593	31.213	8.727	6.274	5.640
18	1	255	758.500	486.500	2.828	1.128	1.128	0.000
19	53	255	995.066	447.689	28.627	9.316	7.244	31.181
20	163	255	463.015	429.617	75.255	14.498	14.315	62.225
21	1	255	469.500	425.500	2.828	1.128	1.128	0.000
22	69	255	1067.312	416.428	34.627	11.381	7.719	32.280
23	65	255	690.931	416.038	38.284	12.312	6.722	163.377
24	68	255	684.941	407.985	35.213	11.681	7.412	155.184
25	56	255	498.143	398.607	34.284	10.551	6.758	13.331
26	74	255	252.162	386.203	33.698	11.433	8.241	155.244
27	58	255	251.552	376.603	32.042	10.179	7.255	163.885
28	77	255	128.708	362.604	38.042	10.616	9.235	83.926
29	63	255	40.913	331.325	29.556	9.483	8.458	75.970
30	92	255	291.674	326.261	34.627	12.524	9.353	133.469
31	200	255	1010.470	297.145	61.255	18.371	13.861	133.862
32	49	255	979.133	274.235	30.385	8.951	6.970	24.038
33	64	255	257.156	252.969	30.971	10.523	7.744	7.083
34	65	255	262.485	244.992	38.385	10.227	8.092	1.489
35	103	255	298.131	241.995	36.627	12.741	10.293	80.163
36	100	255	659.490	206.260	48.284	15.996	7.960	18.529
37	109	255	36.096	202.729	39.456	12.046	11.521	81.248
38	2	255	464.000	187.500	4.243	2.257	1.128	0.000
39	47	255	152.138	182.989	27.799	10.156	5.892	41.066
40	74	255	161.878	179.270	39.698	12.995	7.251	148.655
41	77	255	156.630	172.201	33.213	10.086	9.720	69.422
42	91	255	757.599	170.863	34.385	12.518	9.256	80.883
43	64	255	196.156	163.969	30.284	10.365	7.862	145.950
44	83	255	190.054	156.355	32.042	10.593	9.976	81.579
45	104	255	156.029	153.404	36.627	13.277	9.973	140.666
46	84	255	706.250	149.845	40.284	11.979	8.928	140.090
47	94	255	818.309	140.585	45.698	15.355	7.795	154.032
48	47	255	814.330	133.074	24.142	8.190	7.307	99.123
49	70	255	685.857	121.757	45.698	10.247	8.698	81.941
50	1	255	915.500	84.500	2.828	1.128	1.128	0.000
51	188	255	731.872	55.255	67.012	16.447	14.554	39.019
52	70	255	12.371	47.100	30.142	10.029	8.886	133.540
53	69	255	152.181	39.181	31.213	10.364	8.477	36.926
54	97	255	448.129	35.500	38.284	13.025	9.482	16.668
55	251	255	304.197	29.189	67.012	19.990	15.987	65.060
56	53	255	16.575	1.877	28.142	10.027	6.730	14.111
57	36	255	153.972	0.861	26.142	9.989	4.588	4.817
