 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	52	255	574.212	829.846	29.799	8.695	7.614	33.450
2	65	255	286.192	823.315	28.971	9.406	8.798	106.893
3	72	255	527.097	815.319	29.799	10.417	8.801	15.678
4	71	255	355.472	813.655	30.971	10.219	8.846	143.032
5	79	255	1036.196	813.399	32.627	12.245	8.214	16.776
6	146	255	540.541	792.219	45.698	16.034	11.594	150.385
7	219	255	188.491	787.098	66.426	17.145	16.264	149.565
8	73	255	1179.445	782.527	30.385	10.094	9.208	57.003
9	80	255	480.663	767.000	32.042	10.684	9.534	173.387
10	57	255	906.868	750.272	27.799	10.630	6.827	118.896
11	54	255	982.093	714.870	30.971	9.056	7.593	46.153
12	87	255	1029.477	687.914	34.627	12.647	8.759	134.428
13	75	255	647.793	675.393	32.627	11.457	8.335	173.561
14	5	255	649.500	669.900	9.071	3.244	1.963	0.000
15	103	255	1129.684	651.820	37.456	13.857	9.464	151.047
16	73	255	432.568	651.445	32.870	10.877	8.545	22.089
17	78	255	908.359	631.295	32.627	10.662	9.315	42.702
18	62	255	66.339	629.758	29.213	9.957	7.928	151.171
19	56	255	76.054	628.804	27.213	9.090	7.844	38.091
20	95	255	1053.953	593.995	35.799	12.916	9.365	110.043
21	32	255	940.188	583.688	20.142	6.653	6.124	67.863
22	74	255	674.905	570.946	31.213	11.175	8.431	131.990
23	67	255	1122.933	564.007	29.799	10.111	8.437	0.993
24	84	255	1066.583	541.226	33.799	12.076	8.857	102.713
25	34	255	901.794	530.382	20.728	7.737	5.595	119.408
26	29	255	242.638	514.569	20.971	7.239	5.101	15.526
27	59	255	1027.466	482.771	26.971	9.500	7.907	153.454
28	94	255	1158.447	459.585	35.213	11.511	10.398	12.780
29	56	255	18.554	459.464	31.213	9.752	7.312	15.428
30	106	255	801.660	455.679	37.456	12.930	10.438	70.071
31	77	255	1167.188	450.955	31.556	10.574	9.272	106.305
32	129	255	1155.709	448.446	41.213	13.775	11.924	170.166
33	98	255	1173.949	440.204	36.627	12.947	9.638	34.661
34	67	255	1105.201	417.545	28.971	9.961	8.564	50.470
35	61	255	1115.746	417.566	27.799	9.024	8.607	140.636
36	77	255	1153.565	369.630	31.799	11.122	8.815	157.019
37	101	255	167.698	332.213	36.971	13.650	9.421	90.849
38	63	255	1017.929	333.532	28.728	10.675	7.514	177.050
39	50	255	448.940	322.080	25.799	9.710	6.556	138.809
40	55	255	978.973	320.718	25.556	8.526	8.214	160.813
41	79	255	920.006	305.829	31.213	10.777	9.333	146.006
42	42	255	624.286	301.571	27.556	7.936	6.738	61.315
43	83	255	913.259	297.319	34.042	11.251	9.393	128.559
44	86	255	478.919	289.919	32.385	10.669	10.263	134.990
45	88	255	273.432	283.545	34.042	12.004	9.334	47.548
46	90	255	230.344	281.889	33.799	11.281	10.158	169.928
47	40	255	869.925	271.450	27.213	8.361	6.091	104.172
48	105	255	648.567	268.633	38.042	12.230	10.931	82.741
49	80	255	299.300	240.763	32.971	11.717	8.694	165.332
50	65	255	179.608	211.946	28.385	10.076	8.214	13.038
51	49	255	1072.316	203.296	25.556	8.684	7.184	154.806
52	102	255	763.990	194.167	36.971	13.074	9.933	109.259
53	61	255	74.500	183.221	32.042	9.107	8.528	56.584
54	77	255	495.669	167.890	32.042	11.385	8.611	140.163
55	7	255	28.214	166.500	8.485	3.086	2.888	90.000
56	65	255	1128.977	148.592	30.385	10.610	7.800	35.950
57	122	255	629.287	121.836	40.870	13.265	11.710	8.651
58	223	255	869.132	115.361	66.426	21.480	13.218	117.234
59	92	255	759.804	118.011	36.284	12.764	9.177	132.910
60	73	255	857.568	111.527	31.213	10.272	9.049	118.204
61	1	255	868.500	104.500	2.828	1.128	1.128	0.000
62	70	255	193.414	75.143	30.385	9.976	8.934	63.514
63	108	255	129.574	64.528	37.456	13.865	9.918	122.947
64	70	255	917.114	8.386	30.385	10.240	8.704	23.801
