 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	23	255	758.457	901.500	20.728	7.760	3.774	1.488
2	102	255	988.990	788.794	37.456	12.311	10.549	141.479
3	68	255	621.882	760.029	30.385	10.099	8.573	154.816
4	60	255	692.300	624.217	27.799	9.049	8.442	89.153
5	123	255	679.882	512.890	40.042	13.518	11.585	149.605
6	108	255	756.500	415.324	41.698	14.217	9.672	102.823
7	79	255	1117.715	363.981	42.042	11.394	8.828	164.467
8	119	255	8.307	347.147	40.284	13.978	10.840	155.270
9	95	255	1046.553	69.468	35.799	11.796	10.254	57.156
