 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	78	255	474.603	898.692	32.385	11.386	8.722	29.434
2	50	255	411.660	891.060	26.385	8.754	7.272	148.913
3	49	255	407.398	883.867	26.385	9.258	6.739	95.511
4	90	255	162.122	876.467	34.627	12.842	8.923	131.821
5	258	255	15.477	833.174	64.426	18.446	17.809	158.083
6	81	255	36.895	803.685	33.556	12.763	8.081	97.656
7	96	255	451.500	799.000	34.385	11.711	10.437	170.783
8	84	255	534.274	782.036	33.456	12.330	8.674	119.254
9	3	255	610.833	786.833	5.657	2.365	1.615	135.000
10	69	255	459.558	772.254	29.799	9.571	9.179	132.286
11	53	255	1008.085	737.821	24.971	8.635	7.815	142.232
12	282	255	8.723	726.656	69.355	20.124	17.842	98.359
13	241	255	32.550	716.388	67.012	18.630	16.470	59.051
14	72	255	63.472	715.222	30.385	10.289	8.909	126.203
15	51	255	10.637	703.814	26.627	8.829	7.355	143.398
16	41	255	59.085	704.744	22.728	8.308	6.283	174.190
17	168	255	7.607	695.798	54.870	19.288	11.090	156.466
18	104	255	59.663	696.529	39.213	14.777	8.961	162.643
19	67	255	85.590	693.799	29.556	9.532	8.950	33.829
20	454	255	37.196	681.355	85.497	24.907	23.208	174.662
21	77	255	117.955	688.552	32.142	11.824	8.292	100.113
22	214	255	98.065	683.855	65.841	18.465	14.756	87.440
23	96	255	73.854	676.646	36.042	12.898	9.477	140.560
24	1	255	471.500	681.500	2.828	1.128	1.128	0.000
25	78	255	2.731	671.179	40.971	15.170	6.547	98.856
26	103	255	66.917	668.655	37.213	12.983	10.101	140.425
27	59	255	48.381	663.958	28.627	10.260	7.322	131.981
28	171	255	33.319	651.985	58.770	15.311	14.220	16.784
29	104	255	8.346	652.327	40.627	16.148	8.200	3.115
30	54	255	3.537	643.204	28.971	9.981	6.889	118.988
31	64	255	13.375	644.266	28.728	9.500	8.578	175.064
32	105	255	49.929	639.710	37.456	12.837	10.414	52.567
33	95	255	79.553	640.679	35.799	11.798	10.253	18.116
34	73	255	90.199	640.692	31.556	10.675	8.707	124.856
35	195	255	22.100	626.100	61.012	16.898	14.693	91.573
36	81	255	84.302	631.302	32.971	11.358	9.080	175.662
37	258	255	59.403	609.589	64.184	18.468	17.787	106.320
38	72	255	43.222	611.847	30.627	11.476	7.988	136.672
39	234	255	25.214	598.718	62.770	18.224	16.348	92.900
40	68	255	100.500	594.000	29.799	10.564	8.196	167.320
41	176	255	55.352	585.568	55.113	21.265	10.538	177.935
42	120	255	4.558	578.625	47.456	15.125	10.102	66.245
43	99	255	21.884	576.177	39.113	14.533	8.674	52.779
44	67	255	54.306	576.381	28.971	9.900	8.617	146.995
45	28	255	31.643	576.250	18.728	7.015	5.082	76.065
46	102	255	711.647	569.912	36.042	12.677	10.244	119.593
47	37	255	25.824	568.149	21.799	7.327	6.429	161.712
48	32	255	38.562	560.312	20.485	7.629	5.341	4.081
49	67	255	10.604	558.291	30.385	11.187	7.626	175.478
50	213	255	62.862	549.777	56.527	16.685	16.254	145.987
51	59	255	32.059	552.619	26.971	9.273	8.101	82.340
52	66	255	40.788	552.394	30.971	10.158	8.273	90.754
53	70	255	8.857	549.214	29.799	10.509	8.481	162.989
54	74	255	204.068	544.716	31.213	10.277	9.168	139.989
55	40	255	198.775	538.050	23.556	8.861	5.748	153.153
56	278	255	39.817	531.302	71.012	19.665	18.000	161.766
57	236	255	20.085	510.360	60.770	17.841	16.842	4.564
58	67	255	61.067	497.724	29.799	11.365	7.506	147.894
59	78	255	594.705	486.859	32.142	11.719	8.474	12.584
60	60	255	465.900	484.600	27.556	9.355	8.166	91.738
61	58	255	19.759	483.500	27.799	9.368	7.883	128.017
62	70	255	604.643	481.329	30.627	10.452	8.527	82.714
63	88	255	11.295	479.750	35.799	13.239	8.463	97.277
64	91	255	595.236	477.247	35.556	10.846	10.683	179.816
65	38	255	19.079	474.079	22.385	8.123	5.956	5.553
66	92	255	1085.630	462.196	36.284	12.451	9.408	14.648
67	73	255	34.623	425.651	30.385	10.316	9.010	62.647
68	87	255	918.810	417.546	35.213	12.395	8.937	97.133
69	61	255	418.533	384.926	28.627	10.522	7.381	125.814
70	83	255	107.416	382.102	32.385	11.240	9.402	81.789
71	55	255	103.191	351.264	26.971	10.115	6.923	52.629
72	113	255	56.031	314.350	37.799	13.584	10.592	83.953
73	67	255	234.619	313.963	29.213	11.012	7.747	125.663
74	67	255	228.201	289.993	30.385	11.041	7.726	162.786
75	65	255	1179.500	271.685	28.971	9.112	9.082	0.000
76	74	255	389.932	261.986	30.627	10.085	9.343	127.144
77	73	255	224.541	256.062	30.385	10.633	8.742	60.528
78	58	255	759.310	246.569	29.213	9.479	7.791	81.289
79	61	255	119.352	232.041	26.971	9.514	8.164	161.971
80	67	255	575.828	210.649	29.799	10.710	7.965	37.802
81	72	255	979.931	196.694	36.042	9.933	9.229	8.025
82	83	255	1012.151	193.488	33.213	11.724	9.014	57.020
83	61	255	714.352	133.664	28.627	9.770	7.949	54.442
84	67	255	802.724	97.007	29.799	10.123	8.427	64.210
85	86	255	141.500	88.349	33.799	12.186	8.986	86.890
86	373	255	713.020	78.717	79.497	22.265	21.330	60.583
87	98	255	576.786	83.133	35.799	12.800	9.749	64.936
88	65	255	111.069	57.792	29.213	11.027	7.505	143.005
89	105	255	90.338	44.233	38.870	12.015	11.127	176.878
90	83	255	81.500	37.343	33.213	11.050	9.564	104.479
91	55	255	286.955	35.064	26.142	8.831	7.930	138.339
92	94	255	92.532	33.266	34.971	11.834	10.113	23.704
