 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	92	255	693.609	862.815	33.799	11.935	9.814	152.692
2	93	255	160.769	861.629	35.213	12.054	9.824	15.657
3	79	255	952.930	859.146	31.799	10.581	9.506	140.162
4	85	255	485.229	857.676	33.213	11.303	9.575	77.467
5	97	255	365.345	848.232	36.284	13.291	9.292	133.335
6	50	255	315.720	803.260	30.627	8.176	7.786	74.342
7	74	255	380.878	750.595	31.213	11.127	8.468	38.962
8	76	255	327.145	705.737	32.385	10.960	8.829	15.166
9	78	255	523.308	694.179	32.627	10.713	9.270	37.878
10	29	255	1.983	679.086	20.142	7.593	4.863	86.808
11	66	255	20.773	660.030	28.971	10.230	8.214	105.652
12	87	255	967.776	642.994	33.799	11.109	9.972	14.534
13	53	255	25.821	641.085	25.556	8.635	7.815	127.768
14	54	255	16.000	639.000	26.142	9.148	7.516	51.198
15	451	255	41.072	613.680	87.497	25.986	22.098	5.582
16	41	255	870.768	565.159	24.971	8.270	6.312	127.452
17	67	255	416.142	523.485	29.556	10.227	8.341	100.703
18	71	255	109.697	509.035	29.799	10.050	8.995	83.932
19	84	255	932.548	495.738	33.213	10.982	9.739	1.696
20	109	255	59.628	426.904	37.799	12.685	10.941	107.121
21	56	255	297.000	390.786	28.385	9.492	7.512	86.764
22	59	255	350.720	352.195	27.556	9.113	8.243	18.319
23	91	255	1040.071	299.665	34.627	12.026	9.635	70.049
24	72	255	140.000	202.278	30.385	11.000	8.334	90.000
25	78	255	46.885	172.026	31.799	10.943	9.075	45.464
26	49	255	1198.214	164.112	27.799	8.247	7.565	138.571
27	83	255	1118.452	104.151	33.213	10.690	9.886	1.056
28	92	255	78.620	101.304	35.213	11.698	10.014	176.532
29	3	255	90.167	86.833	5.657	2.365	1.615	45.000
30	55	255	611.718	68.991	27.799	9.246	7.574	104.980
31	123	255	153.110	35.614	40.627	13.749	11.391	54.975
32	88	255	490.330	16.693	34.042	11.983	9.350	141.544
33	51	255	511.127	1.559	28.142	10.655	6.094	7.601
