 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	2	255	7.000	902.500	4.243	2.257	1.128	0.000
2	51	255	57.127	899.696	26.728	8.410	7.721	154.957
3	64	255	116.641	899.453	30.142	9.852	8.271	178.758
4	17	255	150.794	901.676	16.485	6.794	3.186	176.004
5	62	255	304.000	899.790	29.314	10.385	7.601	0.000
6	21	255	324.833	901.595	18.485	8.029	3.330	0.255
7	38	255	613.895	900.763	24.728	9.313	5.195	0.020
8	74	255	288.135	896.297	31.213	10.890	8.652	157.328
9	84	255	283.417	887.321	33.456	10.917	9.797	152.827
10	84	255	149.655	882.488	32.971	11.523	9.282	15.076
11	82	255	1133.573	880.451	38.627	11.120	9.389	99.593
12	81	255	187.969	880.130	32.385	11.151	9.249	45.971
13	76	255	1108.974	874.592	42.284	10.411	9.294	27.816
14	73	255	131.199	869.075	30.971	10.553	8.807	110.975
15	56	255	122.589	863.893	31.799	10.020	7.116	154.156
16	1	255	121.500	868.500	2.828	1.128	1.128	0.000
17	71	255	22.148	862.613	30.385	9.835	9.192	144.041
18	72	255	907.417	862.097	30.385	10.070	9.104	102.955
19	61	255	493.926	855.189	37.113	9.263	8.385	153.934
20	67	255	691.963	853.963	44.284	10.563	8.076	88.704
21	8	255	239.750	848.625	17.071	5.215	1.953	116.162
22	64	255	1143.672	846.328	27.799	9.177	8.879	45.009
23	64	255	63.984	844.062	28.971	10.051	8.107	6.257
24	3	255	238.500	846.500	6.828	3.385	1.128	90.000
25	110	255	761.609	836.882	46.284	12.467	11.234	98.711
26	55	255	725.555	828.500	38.527	8.544	8.197	46.388
27	200	255	117.735	818.865	64.770	16.734	15.217	105.197
28	93	255	393.823	815.995	34.627	11.456	10.336	178.864
29	73	255	141.404	814.582	31.213	10.776	8.626	95.802
30	39	255	2.192	813.731	24.728	9.303	5.337	92.707
31	71	255	918.880	807.373	29.799	10.328	8.753	115.178
32	2	255	189.000	806.000	5.657	2.596	0.981	135.000
33	77	255	911.019	801.058	31.799	10.246	9.569	143.110
34	67	255	692.545	799.500	38.627	9.993	8.537	30.739
35	70	255	231.786	799.000	29.556	10.617	8.395	173.530
36	75	255	981.100	789.007	38.870	10.208	9.355	55.707
37	99	255	1056.551	781.167	36.870	12.908	9.765	151.400
38	64	255	710.234	780.906	28.385	9.876	8.251	9.247
39	81	255	179.451	761.833	42.870	11.689	8.823	8.780
40	79	255	88.930	761.285	32.385	10.877	9.247	147.243
41	83	255	1074.669	760.873	33.213	12.067	8.758	137.396
42	64	255	168.797	760.453	28.971	9.288	8.774	15.663
43	29	255	1178.879	761.707	21.556	6.810	5.422	34.502
44	7	255	123.643	756.643	9.899	4.285	2.080	37.733
45	71	255	81.077	751.683	30.971	10.645	8.492	92.009
46	66	255	111.152	752.182	29.556	10.962	7.666	113.232
47	68	255	174.971	751.897	29.799	10.318	8.391	157.403
48	75	255	994.260	750.753	50.770	11.245	8.492	33.027
49	22	255	696.591	748.773	16.728	6.427	4.358	129.056
50	68	255	104.309	745.824	29.213	9.887	8.757	76.089
51	150	255	1214.567	742.540	66.184	14.841	12.869	171.618
52	152	255	52.895	739.092	46.627	16.446	11.768	5.951
53	138	255	21.457	736.899	44.870	15.633	11.239	30.376
54	11	255	166.318	732.045	20.142	4.974	2.816	77.052
55	4	255	163.750	733.500	7.657	2.734	1.863	90.000
