 	Area	Mean	XM	YM	Perim.	Major	Minor	Angle
1	43	255	156.616	900.407	32.042	9.658	5.669	176.963
2	108	255	410.000	893.500	37.213	12.452	11.043	163.579
3	72	255	739.056	887.944	30.042	11.231	8.162	134.999
4	85	255	421.594	880.441	32.971	11.588	9.340	85.340
5	71	255	489.275	877.458	31.799	11.334	7.976	116.997
6	403	255	30.381	863.448	84.083	24.719	20.758	149.371
7	77	255	556.838	861.214	31.213	11.054	8.869	42.088
8	69	255	200.833	855.254	29.799	10.326	8.508	21.258
9	63	255	453.833	855.421	29.213	10.111	7.933	16.805
10	79	255	13.614	847.437	31.799	10.982	9.159	165.150
11	77	255	95.786	841.084	31.799	11.358	8.632	136.187
12	85	255	14.288	836.476	32.971	11.696	9.253	16.931
13	6	255	0.500	834.000	12.828	6.770	1.128	90.000
14	84	255	1040.310	823.321	48.770	11.654	9.177	51.490
15	34	255	2.118	816.324	23.314	8.399	5.154	86.836
16	77	255	3.708	805.695	32.971	11.526	8.506	77.476
17	93	255	377.285	789.167	36.042	12.959	9.138	27.807
18	110	255	73.191	783.045	37.799	12.626	11.093	91.921
19	143	255	37.451	771.773	65.255	14.451	12.600	21.725
20	257	255	11.473	759.088	63.012	18.360	17.823	132.447
21	77	255	648.643	753.487	31.799	10.996	8.916	107.871
22	4	255	1154.000	755.000	5.657	2.257	2.257	0.000
23	95	255	22.016	745.953	35.213	12.263	9.864	11.232
24	230	255	52.413	740.504	61.598	17.438	16.794	112.207
25	90	255	34.433	739.878	34.627	12.376	9.259	109.110
26	72	255	69.819	739.833	31.213	11.673	7.853	105.851
27	64	255	880.688	739.500	28.971	9.578	8.508	101.944
28	68	255	871.471	738.632	29.799	10.070	8.598	126.229
29	4	255	0.500	735.000	8.828	4.514	1.128	90.000
30	99	255	16.652	731.975	35.556	11.757	10.721	5.069
31	52	255	26.212	730.154	26.142	8.933	7.411	86.700
32	51	255	18.225	722.382	31.556	9.736	6.670	157.450
33	142	255	92.958	716.028	51.941	18.644	9.698	86.058
34	60	255	536.817	720.200	28.385	10.409	7.339	113.180
35	100	255	54.590	716.990	36.627	11.979	10.629	4.045
36	135	255	473.833	714.063	44.627	16.040	10.716	17.269
37	49	255	101.888	714.929	24.971	8.044	7.756	68.431
38	77	255	40.123	712.656	31.456	10.958	8.947	43.247
39	103	255	211.956	706.539	37.213	12.726	10.305	103.036
40	147	255	12.269	705.276	46.527	16.429	11.393	125.533
41	186	255	68.833	699.715	63.598	15.618	15.163	170.299
42	84	255	424.929	699.881	33.556	12.717	8.410	83.628
43	73	255	5.596	697.842	31.213	10.902	8.525	128.831
44	57	255	39.746	698.412	27.314	9.637	7.531	178.798
45	60	255	119.933	696.000	27.799	10.405	7.342	157.669
46	2	255	16.000	695.500	4.243	2.257	1.128	0.000
47	164	255	39.835	689.665	55.113	19.889	10.499	171.562
48	2	255	0.500	685.000	4.828	2.257	1.128	90.000
49	170	255	87.900	674.671	56.184	15.835	13.669	81.051
50	88	255	3.977	675.125	34.971	12.425	9.018	90.732
51	21	255	37.881	674.452	16.142	5.832	4.585	35.152
52	127	255	43.272	667.728	46.042	16.290	9.927	49.168
53	80	255	770.337	664.138	32.627	11.092	9.183	33.534
54	102	255	23.314	656.598	36.385	12.813	10.136	45.837
55	101	255	67.163	655.678	36.284	12.421	10.353	102.581
56	235	255	95.751	649.091	63.941	18.030	16.595	77.826
57	82	255	4.183	652.732	33.556	11.537	9.049	63.800
58	70	255	1108.986	650.186	32.627	10.412	8.560	109.805
59	89	255	30.478	648.253	34.627	11.872	9.545	43.026
60	73	255	61.678	646.788	30.627	10.775	8.626	138.787
61	75	255	74.673	643.967	32.042	11.205	8.523	41.147
62	46	255	2.848	641.717	27.556	9.420	6.217	88.335
63	130	255	42.015	633.931	51.841	14.422	11.477	102.605
64	66	255	107.091	633.394	28.728	9.774	8.597	76.119
65	52	255	16.327	632.135	26.385	9.720	6.811	28.584
66	82	255	32.256	626.683	41.456	12.882	8.105	102.008
67	61	255	116.287	631.500	36.870	9.168	8.472	136.228
68	107	255	1025.079	627.706	37.456	13.687	9.954	39.944
69	94	255	172.479	625.266	35.799	11.600	10.318	111.789
70	252	255	88.452	619.500	65.598	19.577	16.389	23.651
71	4	255	45.750	624.500	8.485	3.676	1.385	39.690
72	59	255	181.331	620.619	28.385	9.479	7.925	82.070
73	87	255	344.443	618.213	33.213	11.231	9.863	175.853
74	114	255	410.421	615.833	38.385	12.587	11.531	90.626
75	53	255	172.651	615.481	26.142	9.223	7.316	162.895
76	189	255	114.770	607.288	56.527	21.412	11.239	103.085
77	101	255	1060.985	612.193	36.385	12.396	10.374	8.121
78	98	255	38.653	608.378	36.385	13.350	9.346	88.692
79	105	255	53.233	609.138	38.385	12.428	10.757	8.270
80	77	255	105.448	603.903	31.556	10.593	9.255	103.957
81	7	255	62.929	605.357	14.485	4.871	1.830	12.388
82	148	255	13.547	598.034	43.456	14.462	13.030	111.024
83	53	255	25.802	600.217	31.213	9.175	7.355	125.799
84	1	255	63.500	601.500	2.828	1.128	1.128	0.000
85	112	255	57.295	593.223	43.113	17.732	8.042	150.102
86	97	255	360.253	591.799	36.385	12.647	9.766	110.222
87	22	255	1.500	589.000	22.728	8.351	3.354	90.000
88	138	255	94.232	587.949	47.213	18.432	9.533	11.210
89	41	255	53.110	585.744	24.385	8.525	6.123	164.102
90	94	255	741.979	583.638	36.042	13.153	9.100	159.760
91	41	255	4.037	581.598	24.142	8.913	5.857	26.411
92	56	255	97.750	579.661	29.799	10.027	7.111	5.433
93	244	255	41.115	569.270	68.669	18.373	16.909	77.888
94	37	255	110.716	574.716	22.728	8.814	5.345	86.967
95	130	255	117.623	569.515	45.698	17.411	9.507	52.712
96	179	255	86.444	565.304	56.770	15.636	14.576	168.460
97	238	255	7.744	559.328	59.355	19.028	15.925	79.695
98	55	255	285.227	564.336	27.314	9.192	7.618	2.780
99	205	255	64.368	555.573	57.012	17.237	15.142	77.326
100	28	255	293.214	558.000	22.728	6.890	5.175	111.857
101	94	255	283.809	555.766	47.113	13.237	9.042	1.745
102	36	255	128.000	552.500	23.556	8.273	5.541	128.703
103	3	255	130.167	556.167	5.657	2.365	1.615	135.000
104	207	255	31.998	546.693	56.770	17.237	15.291	134.387
105	55	255	319.173	551.445	26.971	10.214	6.856	57.480
106	64	255	120.031	549.547	28.627	9.479	8.597	163.713
107	47	255	89.330	546.138	26.385	9.679	6.183	120.363
108	49	255	556.051	544.745	39.113	8.387	7.438	114.636
109	10	255	1.200	542.400	12.485	4.289	2.969	100.462
110	57	255	69.254	540.254	27.556	9.312	7.794	98.895
111	78	255	127.859	539.949	31.799	10.591	9.377	125.411
112	73	255	103.116	538.788	30.627	10.935	8.500	42.863
113	57	255	85.167	535.061	26.728	8.683	8.358	124.230
114	49	255	93.133	533.235	25.556	8.895	7.014	92.292
115	192	255	60.094	526.156	66.770	16.393	14.912	56.833
116	79	255	76.006	530.209	32.971	11.911	8.445	86.480
117	304	255	20.270	521.589	74.912	21.586	17.931	150.995
118	78	255	139.256	526.205	32.385	10.062	9.870	122.743
119	61	255	97.582	523.844	26.971	9.526	8.154	162.587
120	62	255	130.790	521.871	28.385	10.093	7.821	104.800
121	94	255	42.234	516.968	35.213	12.286	9.742	66.992
122	97	255	163.438	516.789	36.627	11.813	10.455	92.231
123	54	255	83.259	517.463	26.142	9.447	7.278	92.983
124	83	255	121.982	512.717	33.213	11.917	8.868	1.089
125	38	255	171.316	510.237	27.799	8.373	5.779	69.001
126	42	255	158.286	507.786	27.213	8.349	6.405	85.420
127	98	255	137.694	504.551	35.213	11.651	10.709	45.755
128	47	255	80.734	505.691	29.799	8.604	6.955	27.028
129	173	255	59.246	499.916	57.113	15.326	14.372	17.774
130	91	255	204.819	501.555	35.213	12.210	9.490	114.063
131	4	255	0.500	498.000	8.828	4.514	1.128	90.000
132	246	255	13.061	486.809	68.083	18.832	16.632	98.858
133	64	255	140.547	489.688	30.627	10.365	7.861	155.119
134	95	255	86.132	482.984	35.213	12.343	9.800	74.132
135	60	255	164.383	483.433	27.799	9.182	8.320	24.121
